id_compra,fecha,id_proveedor,proveedor,id_almacen,almacen,id_producto,producto,cantidad,precio_compra,monto
249,2024-11-01,1,Prov Vehículos,1,SURCO,4,AUTO HONDA CRV 2014,3,19200,57600
250,2024-11-01,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,3,25800,77400
251,2024-11-01,1,Prov Vehículos,1,SURCO,6,AUTO HONDA FIT 2016,4,18600,74400
252,2024-11-01,1,Prov Vehículos,1,SURCO,7,AUTO HONDA CITY 2016,3,20400,61200
253,2024-11-01,1,Prov Vehículos,1,SURCO,8,CAMIONETA HONDA ELEMENT 2013,5,28200,141000
254,2024-11-01,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,3,22800,68400
255,2024-11-01,1,Prov Vehículos,1,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,5,33000,165000
256,2024-11-01,2,Prov Repuestos,2,LA MOLINA,40,AMORTIGUADORES DELANTEROS,87,225,19575
257,2024-11-01,2,Prov Repuestos,2,LA MOLINA,43,BATERÍA DE 18 PLACAS,20,88,1760
258,2024-11-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,1,87,87
259,2024-11-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,25,88,2200
260,2024-12-01,1,Prov Vehículos,2,LA MOLINA,6,AUTO HONDA FIT 2016,1,20150,20150
261,2024-12-01,1,Prov Vehículos,2,LA MOLINA,7,AUTO HONDA CITY 2016,1,22100,22100
262,2024-12-01,1,Prov Vehículos,2,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1,22100,22100
263,2024-12-01,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,1,27950,27950
264,2024-12-01,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,35750,35750
265,2024-12-01,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,5,111,555
266,2024-12-01,2,Prov Repuestos,1,SURCO,40,AMORTIGUADORES DELANTEROS,14,250,3500
267,2024-12-01,2,Prov Repuestos,2,LA MOLINA,43,BATERÍA DE 18 PLACAS,58,90,5220
268,2024-12-15,1,Prov Vehículos,2,LA MOLINA,2,AUTO HONDA CIVIC 2014,1,18200,18200
269,2024-12-15,1,Prov Vehículos,2,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1,25350,25350
270,2024-12-15,1,Prov Vehículos,2,LA MOLINA,4,AUTO HONDA CRV 2014,1,18200,18200
271,2024-12-15,1,Prov Vehículos,2,LA MOLINA,6,AUTO HONDA FIT 2016,4,20150,80600
272,2024-12-15,1,Prov Vehículos,2,LA MOLINA,7,AUTO HONDA CITY 2016,5,22100,110500
273,2024-12-15,1,Prov Vehículos,2,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,2,22100,44200
274,2024-12-15,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,4,27950,111800
275,2024-12-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,1,111,111
276,2024-12-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,33,90,2970
277,2025-01-01,1,Prov Vehículos,2,LA MOLINA,4,AUTO HONDA CRV 2014,1,18200,18200
278,2025-01-01,1,Prov Vehículos,2,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1,22100,22100
279,2025-01-01,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,1,24700,24700
280,2025-01-01,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,1,35100,35100
281,2025-01-01,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2,35750,71500
282,2025-01-15,2,Prov Repuestos,2,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,139,107,14873
283,2025-01-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,1,107,107
284,2025-01-15,2,Prov Repuestos,2,LA MOLINA,40,AMORTIGUADORES DELANTEROS,142,208,29536
285,2025-01-15,2,Prov Repuestos,2,LA MOLINA,41,AMORTIGUADORES POSTERIORES,153,79,12087
286,2025-01-15,2,Prov Repuestos,2,LA MOLINA,42,"LLANTAS 18""",81,64,5184
287,2025-01-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,26,91,2366
288,2025-02-01,1,Prov Vehículos,1,SURCO,2,AUTO HONDA CIVIC 2014,1,18000,18000
289,2025-02-01,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,3,16000,48000
290,2025-02-01,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2,21500,43000
291,2025-02-15,1,Prov Vehículos,1,SURCO,1,AUTO HONDA ACCORD 2014,3,18500,55500
292,2025-02-15,1,Prov Vehículos,1,SURCO,2,AUTO HONDA CIVIC 2014,5,18000,90000
293,2025-02-15,1,Prov Vehículos,1,SURCO,3,AUTO HONDA ODISSEY 2013,5,18500,92500
294,2025-02-15,1,Prov Vehículos,1,SURCO,4,AUTO HONDA CRV 2014,2,14000,28000
295,2025-02-15,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,6,16000,96000
296,2025-02-15,1,Prov Vehículos,1,SURCO,6,AUTO HONDA FIT 2016,3,16500,49500
297,2025-02-15,1,Prov Vehículos,1,SURCO,7,AUTO HONDA CITY 2016,1,17500,17500
298,2025-02-15,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,1,21500,21500
299,2025-02-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,7,100,700
300,2025-03-01,1,Prov Vehículos,1,SURCO,1,AUTO HONDA ACCORD 2014,7,15500,108500
301,2025-03-01,1,Prov Vehículos,1,SURCO,2,AUTO HONDA CIVIC 2014,4,18000,72000
302,2025-03-01,1,Prov Vehículos,1,SURCO,3,AUTO HONDA ODISSEY 2013,1,18500,18500
303,2025-03-01,1,Prov Vehículos,1,SURCO,4,AUTO HONDA CRV 2014,6,15500,93000
304,2025-03-01,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,2,16000,32000
305,2025-03-01,1,Prov Vehículos,1,SURCO,6,AUTO HONDA FIT 2016,1,16500,16500
306,2025-03-01,1,Prov Vehículos,1,SURCO,7,AUTO HONDA CITY 2016,2,17500,35000
307,2025-03-01,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,3,21500,64500
308,2025-03-01,1,Prov Vehículos,1,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,2,24000,48000
309,2025-03-15,2,Prov Repuestos,2,LA MOLINA,43,BATERÍA DE 18 PLACAS,28,70,1960
310,2025-04-01,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,6,95,570
311,2025-04-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,17,93,1581
312,2025-04-15,2,Prov Repuestos,2,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,111,92,10212
313,2025-04-15,2,Prov Repuestos,2,LA MOLINA,40,AMORTIGUADORES DELANTEROS,128,223,28544
314,2025-04-15,2,Prov Repuestos,2,LA MOLINA,42,"LLANTAS 18""",68,64,4352
315,2025-04-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,3,93,279
316,2025-05-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,8,61,488
317,2025-05-15,1,Prov Vehículos,2,LA MOLINA,4,AUTO HONDA CRV 2014,1,15500,15500
318,2025-05-15,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,1,20500,20500
319,2025-05-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,2,97,194
320,2025-05-15,2,Prov Repuestos,1,SURCO,40,AMORTIGUADORES DELANTEROS,10,238,2380
321,2025-05-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,20,61,1220
322,2025-06-01,1,Prov Vehículos,2,LA MOLINA,2,AUTO HONDA CIVIC 2014,2,18000,36000
323,2025-06-01,2,Prov Repuestos,2,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,97,83,8051
324,2025-06-01,2,Prov Repuestos,2,LA MOLINA,41,AMORTIGUADORES POSTERIORES,75,101,7575
325,2025-06-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,14,89,1246
326,2025-06-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,10,95,950
327,2025-07-01,1,Prov Vehículos,2,LA MOLINA,1,AUTO HONDA ACCORD 2014,2,21000,42000
328,2025-07-01,1,Prov Vehículos,2,LA MOLINA,5,AUTO HONDA PILOT 2013,1,22200,22200
329,2025-07-01,1,Prov Vehículos,2,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,3,25200,75600
330,2025-07-01,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,1,24600,24600
331,2025-07-01,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,1,33600,33600
332,2025-07-01,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,3,27000,81000
333,2025-07-01,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,6,91,546
334,2025-07-01,2,Prov Repuestos,2,LA MOLINA,43,BATERÍA DE 18 PLACAS,32,80,2560
335,2025-07-15,1,Prov Vehículos,1,SURCO,1,AUTO HONDA ACCORD 2014,2,21000,42000
336,2025-07-15,1,Prov Vehículos,1,SURCO,2,AUTO HONDA CIVIC 2014,4,20400,81600
337,2025-07-15,1,Prov Vehículos,1,SURCO,3,AUTO HONDA ODISSEY 2013,7,21000,147000
338,2025-07-15,1,Prov Vehículos,1,SURCO,4,AUTO HONDA CRV 2014,7,25800,180600
339,2025-07-15,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,5,22200,111000
340,2025-07-15,1,Prov Vehículos,1,SURCO,6,AUTO HONDA FIT 2016,5,20400,102000
341,2025-07-15,1,Prov Vehículos,1,SURCO,7,AUTO HONDA CITY 2016,6,22800,136800
342,2025-07-15,1,Prov Vehículos,1,SURCO,8,CAMIONETA HONDA ELEMENT 2013,5,25200,126000
343,2025-07-15,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,1,24600,24600
344,2025-07-15,1,Prov Vehículos,1,SURCO,10,CAMIONETA HONDA CR-Z 2015,2,33600,67200
345,2025-07-15,1,Prov Vehículos,1,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,5,27000,135000
346,2025-07-15,2,Prov Repuestos,1,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,40,105,4200
347,2025-07-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,4,91,364
348,2025-07-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,25,80,2000
349,2025-08-01,1,Prov Vehículos,1,SURCO,1,AUTO HONDA ACCORD 2014,1,21000,21000
350,2025-08-01,1,Prov Vehículos,1,SURCO,2,AUTO HONDA CIVIC 2014,5,20400,102000
351,2025-08-01,1,Prov Vehículos,1,SURCO,3,AUTO HONDA ODISSEY 2013,2,21000,42000
352,2025-08-01,1,Prov Vehículos,1,SURCO,4,AUTO HONDA CRV 2014,5,25800,129000
353,2025-08-01,1,Prov Vehículos,1,SURCO,5,AUTO HONDA PILOT 2013,8,22200,177600
354,2025-08-01,1,Prov Vehículos,1,SURCO,6,AUTO HONDA FIT 2016,6,20400,122400
355,2025-08-01,1,Prov Vehículos,1,SURCO,7,AUTO HONDA CITY 2016,11,22800,250800
356,2025-08-01,1,Prov Vehículos,1,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3,23400,70200
357,2025-08-01,1,Prov Vehículos,1,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,3,24600,73800
358,2025-08-01,1,Prov Vehículos,1,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,27600,27600
359,2025-08-01,2,Prov Repuestos,1,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,37,110,4070
360,2025-08-01,2,Prov Repuestos,2,LA MOLINA,41,AMORTIGUADORES POSTERIORES,61,94,5734
361,2025-08-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,16,79,1264
362,2025-08-15,1,Prov Vehículos,2,LA MOLINA,1,AUTO HONDA ACCORD 2014,1,21000,21000
363,2025-08-15,1,Prov Vehículos,2,LA MOLINA,2,AUTO HONDA CIVIC 2014,1,20400,20400
364,2025-08-15,1,Prov Vehículos,2,LA MOLINA,3,AUTO HONDA ODISSEY 2013,2,21000,42000
365,2025-08-15,1,Prov Vehículos,2,LA MOLINA,6,AUTO HONDA FIT 2016,1,20400,20400
366,2025-08-15,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,1,24600,24600
367,2025-08-15,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,27600,27600
368,2025-08-15,2,Prov Repuestos,2,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,52,110,5720
369,2025-08-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,12,96,1152
370,2025-08-15,2,Prov Repuestos,2,LA MOLINA,40,AMORTIGUADORES DELANTEROS,108,248,26784
371,2025-08-15,2,Prov Repuestos,2,LA MOLINA,41,AMORTIGUADORES POSTERIORES,81,94,7614
372,2025-08-15,2,Prov Repuestos,2,LA MOLINA,42,"LLANTAS 18""",75,66,4950
373,2025-08-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,5,79,395
374,2025-09-01,1,Prov Vehículos,2,LA MOLINA,1,AUTO HONDA ACCORD 2014,1,19000,19000
375,2025-09-01,1,Prov Vehículos,2,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1,17500,17500
376,2025-09-01,1,Prov Vehículos,2,LA MOLINA,4,AUTO HONDA CRV 2014,1,21500,21500
377,2025-09-01,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,23000,23000
378,2025-09-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,30,109,3270
379,2025-09-15,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,1,18500,18500
380,2025-09-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,1,102,102
381,2025-10-01,1,Prov Vehículos,2,LA MOLINA,1,AUTO HONDA ACCORD 2014,4,19000,76000
382,2025-10-01,1,Prov Vehículos,2,LA MOLINA,2,AUTO HONDA CIVIC 2014,2,17000,34000
383,2025-10-01,1,Prov Vehículos,2,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1,16500,16500
384,2025-10-01,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,4,23500,94000
385,2025-10-01,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,4,18500,74000
386,2025-10-01,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2,23000,46000
387,2025-10-01,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,2,85,170
388,2025-10-01,2,Prov Repuestos,2,LA MOLINA,40,AMORTIGUADORES DELANTEROS,91,237,21567
389,2025-10-01,2,Prov Repuestos,2,LA MOLINA,43,BATERÍA DE 18 PLACAS,77,92,7084
390,2025-10-15,1,Prov Vehículos,2,LA MOLINA,3,AUTO HONDA ODISSEY 2013,8,16500,132000
391,2025-10-15,1,Prov Vehículos,2,LA MOLINA,6,AUTO HONDA FIT 2016,3,17000,51000
392,2025-10-15,1,Prov Vehículos,2,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,2,26500,53000
393,2025-10-15,1,Prov Vehículos,2,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,1,23500,23500
394,2025-10-15,1,Prov Vehículos,2,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5,18500,92500
395,2025-10-15,1,Prov Vehículos,2,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,23000,23000
396,2025-10-15,2,Prov Repuestos,1,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,72,87,6264
397,2025-10-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,2,85,170
398,2025-11-01,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,14,109,1526
399,2025-11-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,22,95,2090
400,2025-11-15,2,Prov Repuestos,1,SURCO,39,FILTRO DE COMBUSTIBLE,8,109,872
401,2025-12-01,2,Prov Repuestos,2,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,123,93,11439
402,2025-12-01,2,Prov Repuestos,2,LA MOLINA,41,AMORTIGUADORES POSTERIORES,145,108,15660
403,2025-12-01,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,28,94,2632
404,2025-12-15,2,Prov Repuestos,1,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,39,93,3627
405,2025-12-15,2,Prov Repuestos,1,SURCO,41,AMORTIGUADORES POSTERIORES,36,108,3888
406,2025-12-15,2,Prov Repuestos,1,SURCO,43,BATERÍA DE 18 PLACAS,42,94,3948
