id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto
284,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18000,72000
285,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000
286,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950
287,2023-09-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400
288,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,22,103,2266
289,2023-09-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",47,54,2538
290,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,102,714
291,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
292,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
293,2023-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
294,2023-10-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
295,2023-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
296,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
297,2023-10-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
298,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,102,1734
299,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,89,105,9345
300,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,16500,49500
301,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500
302,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000
303,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,13500,40500
304,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000
305,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18000,90000
306,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,14500,72500
307,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
308,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
309,2023-10-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
310,2023-10-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
311,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16500,33000
312,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500
313,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,19000,76000
314,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,13500,13500
315,2023-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
316,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
317,2023-10-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
318,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,23,241,5543
319,2023-10-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",42,57,2394
320,2023-11-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
321,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
322,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
323,2023-11-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
324,2023-11-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380
325,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
326,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
327,2023-11-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380
328,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,26,102,2652
329,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,75,106,7950
330,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16000,16000
331,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,20000,60000
332,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,19000,76000
333,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,13500,27000
334,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500
335,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,16500,66000
336,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16500,82500
337,2023-11-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
338,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
339,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
340,2023-11-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380
341,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,16000,48000
342,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
343,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19000,19000
344,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,13500,27000
345,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
346,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380
347,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",27,60,1620
348,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,47,76,3572
349,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180
350,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
351,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980
352,2023-12-01,Prov Repuestos,SURCO,"LLANTAS 18""",6,60,360
353,2023-12-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495
354,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
355,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980
356,2023-12-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
357,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,30,118,3540
358,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,79,192,15168
359,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
360,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16000,16000
361,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000
362,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500
363,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,16500,82500
364,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17500,87500
365,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
366,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980
367,2023-12-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
368,2023-12-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495
369,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
370,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,16000,32000
371,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,17000,17000
372,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980
373,2023-12-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
374,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,23,98,2254
375,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,42,192,8064
376,2024-01-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
377,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
378,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
379,2024-01-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
380,2024-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450
381,2024-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,88,616
382,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
383,2024-01-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
384,2024-01-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450
385,2024-01-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,35,117,4095
386,2024-01-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,108,117,12636
387,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,21000,21000
388,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,17000,51000
389,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,18000,54000
390,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18500,92500
391,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000
392,2024-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
393,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
394,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
395,2024-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
396,2024-01-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450
397,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,19000,57000
398,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
399,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17000,51000
400,2024-01-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
401,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
402,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
403,2024-01-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450
404,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,1,217,217
405,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",12,65,780
406,2024-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
407,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190
408,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
409,2024-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490
410,2024-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465
411,2024-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
412,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190
413,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
414,2024-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490
415,2024-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465
416,2024-02-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,105,105
417,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,42,102,4284
418,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500
419,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
420,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16500,16500
421,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000
422,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000
423,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,18000,72000
424,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000
425,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
426,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190
427,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,6,102,612
428,2024-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490
429,2024-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465
430,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16500,16500
431,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,18000,54000
432,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,16500,66000
433,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000
434,2024-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
435,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190
436,2024-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490
437,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465
438,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,119,595
439,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,7,93,651
440,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
441,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220
442,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740
443,2024-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
444,2024-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
445,2024-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
446,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220
447,2024-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
448,2024-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
449,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,109,545
450,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,30,74,2220
451,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,20500,20500
452,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
453,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,14000,28000
454,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,20000,80000
455,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17000,51000
456,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,15500,77500
457,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,3,18500,55500
458,2024-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
459,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220
460,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740
461,2024-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
462,2024-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
463,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,20500,20500
464,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,18000,18000
465,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,14000,14000
466,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,20000,40000
467,2024-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
468,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220
469,2024-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
470,2024-03-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
471,2024-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,9,90,810
472,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,28,222,6216
473,2024-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
474,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060
475,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
476,2024-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660
477,2024-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
478,2024-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
479,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,206,2060
480,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
481,2024-04-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,66,660
482,2024-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
483,2024-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,52,91,4732
484,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,20500,41000
485,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
486,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20500,102500
487,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16500,33000
488,2024-04-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
489,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060
490,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
491,2024-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660
492,2024-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
493,2024-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,20500,82000
494,2024-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,14500,14500
495,2024-04-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
496,2024-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,206,2060
497,2024-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
498,2024-04-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,66,660
499,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,4,206,824
500,2024-04-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,17,91,1547
501,2024-05-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
502,2024-05-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,234,2340
503,2024-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,76,760
504,2024-05-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
505,2024-05-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
506,2024-05-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
507,2024-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,234,2340
508,2024-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,76,760
509,2024-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
510,2024-05-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,94,376
511,2024-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",29,65,1885
512,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,4,20500,82000
513,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
514,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,3,19000,57000
515,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,20000,20000
516,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,20500,61500
517,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16500,33000
518,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,17000,68000
519,2024-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
520,2024-05-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,234,2340
521,2024-05-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,76,760
522,2024-05-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
523,2024-05-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,4,85,340
524,2024-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,20500,41000
525,2024-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,18000,36000
526,2024-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19000,19000
527,2024-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,20000,20000
528,2024-05-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
529,2024-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,234,2340
530,2024-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,76,760
531,2024-05-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",1,65,65
532,2024-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,9,94,846
533,2024-05-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,44,102,4488
534,2024-06-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,122,1220
535,2024-06-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,236,2360
536,2024-06-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,70,700
537,2024-06-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
538,2024-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,84,420
539,2024-06-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,122,1220
540,2024-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,236,2360
541,2024-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,70,700
542,2024-06-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570
543,2024-06-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,84,420
544,2024-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,9,84,756
545,2024-06-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,16,84,1344
546,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16000,16000
547,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,17500,35000
548,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000
549,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,20000,20000
550,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,20500,61500
551,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,20000,60000
552,2024-06-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17000,85000
553,2024-06-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,122,1220
554,2024-06-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,236,2360
555,2024-06-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,7,70,490
556,2024-06-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
557,2024-06-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,1,84,84
558,2024-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,5,16000,80000
559,2024-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,17500,35000
560,2024-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,4,20000,80000
561,2024-06-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,122,1220
562,2024-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,236,2360
563,2024-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,70,700
564,2024-06-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570
565,2024-06-15,Prov Repuestos,SURCO,"LLANTAS 18""",16,57,912
566,2024-06-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",13,57,741
567,2024-07-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,86,860
