Fecha,Tipo,Almacen,ID_Producto,Producto,Cantidad_Stock
2023-08-24,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-24,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-24,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-24,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-24,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-24,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,16
2023-08-24,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-24,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-24,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-24,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-26,Salida,LA MOLINA,42,"LLANTAS 18""",-15
2023-08-25,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1
2023-08-25,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,11
2023-08-25,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-25,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",59
2023-08-25,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-25,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-25,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-25,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-25,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-25,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-25,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-25,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-25,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-25,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-25,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-25,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-25,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-25,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-25,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,16
2023-08-25,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-25,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-25,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-25,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-26,Entrada,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-26,Entrada,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-27,Salida,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,-1
2023-08-27,Salida,SURCO,39,FILTRO DE COMBUSTIBLE,-1
2023-08-26,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-26,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-26,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-26,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",59
2023-08-26,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-26,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-26,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-26,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-26,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-26,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-26,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-26,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-26,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-26,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-26,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-26,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-26,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-26,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-26,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,16
2023-08-26,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-26,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-26,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-26,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-26,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-28,Salida,LA MOLINA,42,"LLANTAS 18""",-5
2023-08-28,Salida,LA MOLINA,43,BATERÍA DE 18 PLACAS,-6
2023-08-27,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-27,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-27,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-27,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-08-27,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-27,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-27,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-27,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-27,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-27,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-27,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-27,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-27,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-27,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-27,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-27,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-27,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-27,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-27,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-27,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-27,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-27,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-27,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-27,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-28,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-28,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-28,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-28,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-08-28,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-28,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-28,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-28,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-28,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-28,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-28,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-28,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-28,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-28,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-28,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-28,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-28,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-28,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-28,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-28,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-28,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-28,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-28,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-28,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-29,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-29,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-29,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-29,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-08-29,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-29,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-29,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-29,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-29,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-29,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-29,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-29,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-29,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-29,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-29,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-29,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-29,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-29,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-29,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-29,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-29,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-29,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-29,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-29,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-30,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-30,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-30,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-30,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-08-30,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-30,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-30,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-30,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-30,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-30,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-30,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-30,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-30,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-30,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-30,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-30,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-30,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-30,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-30,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-30,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-30,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-30,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-30,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-30,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-31,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-31,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-31,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-31,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-08-31,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-31,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-31,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-31,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-31,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-31,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-31,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-31,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-31,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-31,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-31,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-31,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-31,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-31,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-31,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-31,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-08-31,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-31,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-31,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-31,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-08-31,Cierre de Stock general,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-08-31,Cierre de Stock general,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-08-31,Cierre de Stock general,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-08-31,Cierre de Stock general,LA MOLINA,42,"LLANTAS 18""",54
2023-08-31,Cierre de Stock general,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-08-31,Cierre de Stock general,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-08-31,Cierre de Stock general,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-08-31,Cierre de Stock general,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-08-31,Cierre de Stock general,SURCO,4,AUTO HONDA CRV 2014,4
2023-08-31,Cierre de Stock general,SURCO,5,AUTO HONDA PILOT 2013,8
2023-08-31,Cierre de Stock general,SURCO,6,AUTO HONDA FIT 2016,0
2023-08-31,Cierre de Stock general,SURCO,7,AUTO HONDA CITY 2016,11
2023-08-31,Cierre de Stock general,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-08-31,Cierre de Stock general,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-08-31,Cierre de Stock general,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-08-31,Cierre de Stock general,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-08-31,Cierre de Stock general,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-08-31,Cierre de Stock general,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-08-31,Cierre de Stock general,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-08-31,Cierre de Stock general,SURCO,42,"LLANTAS 18""",5
2023-08-31,Cierre de Stock general,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-08-31,Cierre de Stock general,LA MOLINA,6,AUTO HONDA FIT 2016,5
2023-08-31,Cierre de Stock general,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-08-31,Cierre de Stock general,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-09-02,Salida,LA MOLINA,6,AUTO HONDA FIT 2016,-1
2023-09-01,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-09-01,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-09-01,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-09-01,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-09-01,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-09-01,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-09-01,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-09-01,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-09-01,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-09-01,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-09-01,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-09-01,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-09-01,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-09-01,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-09-01,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-09-01,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-09-01,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-09-01,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-09-01,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-09-01,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-09-01,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-09-01,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,4
2023-09-01,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-09-01,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-09-02,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-09-02,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-09-02,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-09-02,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-09-02,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-09-02,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-09-02,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-09-02,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-09-02,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-09-02,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-09-02,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-09-02,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-09-02,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-09-02,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-09-02,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-09-02,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-09-02,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-09-02,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-09-02,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,10
2023-09-02,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-09-02,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-09-02,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,4
2023-09-02,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-09-02,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-09-04,Salida,LA MOLINA,43,BATERÍA DE 18 PLACAS,-5
2023-09-03,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2023-09-03,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-09-03,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,0
2023-09-03,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",54
2023-09-03,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-09-03,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,0
2023-09-03,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-09-03,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-09-03,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-09-03,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-09-03,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-09-03,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-09-03,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-09-03,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-09-03,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-09-03,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-09-03,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-09-03,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-09-03,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,5
2023-09-03,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-09-03,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-09-03,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,4
2023-09-03,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-09-03,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-09-04,Entrada,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,130
2023-09-04,Entrada,LA MOLINA,40,AMORTIGUADORES DELANTEROS,124
2023-09-04,Entrada,LA MOLINA,41,AMORTIGUADORES POSTERIORES,118
2023-09-04,Entrada,LA MOLINA,42,"LLANTAS 18""",71
2023-09-04,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,130
2023-09-04,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-09-04,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,118
2023-09-04,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",125
2023-09-04,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-09-04,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,124
2023-09-04,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-09-04,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-09-04,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,4
2023-09-04,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-09-04,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-09-04,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
2023-09-04,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,7
2023-09-04,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,5
2023-09-04,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,0
2023-09-04,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,3
2023-09-04,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,4
2023-09-04,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,0
2023-09-04,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,5
2023-09-04,Control Stock diario,SURCO,42,"LLANTAS 18""",5
2023-09-04,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,2
2023-09-04,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,4
2023-09-04,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2023-09-04,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,1
2023-09-06,Salida,SURCO,4,AUTO HONDA CRV 2014,-1
2023-09-06,Salida,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,-17
2023-09-05,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,113
2023-09-05,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,10
2023-09-05,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,118
2023-09-05,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",125
2023-09-05,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,51
2023-09-05,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,124
2023-09-05,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,9
2023-09-05,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,0
2023-09-05,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,3
2023-09-05,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,8
2023-09-05,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,0
2023-09-05,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,11
