id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor
1303,2023-09-01,Cliente 48,SURCO,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 1
1304,2023-09-01,Cliente 31,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 7
1305,2023-09-02,Cliente 21,LA MOLINA,AUTO HONDA ACCORD 2014,1,28000.0,28000.0,Vendedor 3
1306,2023-09-02,Cliente 48,SURCO,AUTO HONDA CIVIC 2014,1,26500.0,26500.0,Vendedor 9
1307,2023-09-02,Cliente 17,SURCO,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 8
1308,2023-09-02,Cliente 13,LA MOLINA,AUTO HONDA CRV 2014,1,25500.0,25500.0,Vendedor 6
1309,2023-09-02,Cliente 43,SURCO,AUTO HONDA FIT 2016,1,33500.0,33500.0,Vendedor 4
1310,2023-09-02,Cliente 41,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 7
1311,2023-09-02,Cliente 1,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 3
1312,2023-09-02,Cliente 1,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 1
1313,2023-09-03,Cliente 45,SURCO,AUTO HONDA ACCORD 2014,1,28000.0,28000.0,Vendedor 10
1314,2023-09-03,Cliente 24,SURCO,AUTO HONDA CIVIC 2014,1,26500.0,26500.0,Vendedor 2
1315,2023-09-03,Cliente 11,SURCO,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 8
1316,2023-09-03,Cliente 44,SURCO,AUTO HONDA CRV 2014,1,25500.0,25500.0,Vendedor 10
1317,2023-09-03,Cliente 49,SURCO,AUTO HONDA FIT 2016,1,33500.0,33500.0,Vendedor 1
1318,2023-09-03,Cliente 42,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 3
1319,2023-09-03,Cliente 9,SURCO,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 8
1320,2023-09-03,Cliente 36,LA MOLINA,AMORTIGUADORES DELANTEROS,2,218.4,436.8,Vendedor 6
1321,2023-09-03,Cliente 2,SURCO,AMORTIGUADORES POSTERIORES,4,115.8,463.2,Vendedor 7
1322,2023-09-03,Cliente 17,SURCO,"LLANTAS 18""",2,59.8,119.6,Vendedor 1
1323,2023-09-03,Cliente 46,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 8
1324,2023-09-04,Cliente 35,LA MOLINA,AUTO HONDA CIVIC 2014,1,26500.0,26500.0,Vendedor 8
1325,2023-09-04,Cliente 37,SURCO,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 3
1326,2023-09-04,Cliente 21,LA MOLINA,AUTO HONDA CRV 2014,1,25500.0,25500.0,Vendedor 8
1327,2023-09-04,Cliente 5,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 9
1328,2023-09-04,Cliente 29,SURCO,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 5
1329,2023-09-04,Cliente 30,LA MOLINA,AMORTIGUADORES DELANTEROS,3,218.4,655.2,Vendedor 1
1330,2023-09-04,Cliente 2,SURCO,AMORTIGUADORES POSTERIORES,4,115.8,463.2,Vendedor 10
1331,2023-09-04,Cliente 21,SURCO,"LLANTAS 18""",2,59.8,119.6,Vendedor 2
1332,2023-09-04,Cliente 13,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 9
1333,2023-09-05,Cliente 50,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 9
1334,2023-09-05,Cliente 21,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 7
1335,2023-09-05,Cliente 8,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 2
1336,2023-09-05,Cliente 9,SURCO,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 3
1337,2023-09-05,Cliente 7,SURCO,AMORTIGUADORES POSTERIORES,1,115.8,115.8,Vendedor 8
1338,2023-09-05,Cliente 3,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 10
1339,2023-09-05,Cliente 43,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 8
1340,2023-09-06,Cliente 4,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 6
1341,2023-09-06,Cliente 1,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 4
1342,2023-09-06,Cliente 6,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 8
1343,2023-09-06,Cliente 36,LA MOLINA,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 7
1344,2023-09-06,Cliente 40,SURCO,AMORTIGUADORES POSTERIORES,1,115.8,115.8,Vendedor 5
1345,2023-09-06,Cliente 20,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 2
1346,2023-09-06,Cliente 34,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 2
1347,2023-09-07,Cliente 47,SURCO,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 4
1348,2023-09-07,Cliente 13,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 4
1349,2023-09-07,Cliente 37,SURCO,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 3
1350,2023-09-07,Cliente 50,SURCO,AMORTIGUADORES DELANTEROS,4,218.4,873.6,Vendedor 10
1351,2023-09-07,Cliente 45,LA MOLINA,AMORTIGUADORES POSTERIORES,3,115.8,347.4,Vendedor 7
1352,2023-09-07,Cliente 12,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 9
1353,2023-09-07,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 6
1354,2023-09-08,Cliente 35,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 10
1355,2023-09-08,Cliente 21,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 9
1356,2023-09-08,Cliente 24,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 7
1357,2023-09-08,Cliente 39,LA MOLINA,AMORTIGUADORES DELANTEROS,4,218.4,873.6,Vendedor 4
1358,2023-09-08,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,2,115.8,231.6,Vendedor 9
1359,2023-09-08,Cliente 29,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 8
1360,2023-09-08,Cliente 1,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 1
1361,2023-09-09,Cliente 39,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22500.0,22500.0,Vendedor 1
1362,2023-09-09,Cliente 20,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 1
1363,2023-09-09,Cliente 15,SURCO,AUTO HONDA CITY 2016,1,19500.0,19500.0,Vendedor 4
1364,2023-09-09,Cliente 50,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 5
1365,2023-09-09,Cliente 7,SURCO,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 1
1366,2023-09-09,Cliente 10,LA MOLINA,AMORTIGUADORES DELANTEROS,4,218.4,873.6,Vendedor 3
1367,2023-09-09,Cliente 38,LA MOLINA,AMORTIGUADORES POSTERIORES,3,115.8,347.4,Vendedor 4
1368,2023-09-09,Cliente 20,LA MOLINA,"LLANTAS 18""",1,59.8,59.8,Vendedor 2
1369,2023-09-09,Cliente 37,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 4
1370,2023-09-10,Cliente 47,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 6
1371,2023-09-10,Cliente 12,SURCO,AUTO HONDA CITY 2016,1,19500.0,19500.0,Vendedor 8
1372,2023-09-10,Cliente 39,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 5
1373,2023-09-10,Cliente 47,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 10
1374,2023-09-10,Cliente 50,SURCO,AMORTIGUADORES DELANTEROS,4,218.4,873.6,Vendedor 1
1375,2023-09-10,Cliente 28,LA MOLINA,AMORTIGUADORES POSTERIORES,2,115.8,231.6,Vendedor 7
1376,2023-09-10,Cliente 48,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 10
1377,2023-09-10,Cliente 41,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 7
1378,2023-09-11,Cliente 20,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 9
1379,2023-09-11,Cliente 21,SURCO,AUTO HONDA CITY 2016,1,19500.0,19500.0,Vendedor 9
1380,2023-09-11,Cliente 21,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 9
1381,2023-09-11,Cliente 10,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 1
1382,2023-09-11,Cliente 49,LA MOLINA,AMORTIGUADORES DELANTEROS,4,218.4,873.6,Vendedor 10
1383,2023-09-11,Cliente 19,LA MOLINA,"LLANTAS 18""",1,59.8,59.8,Vendedor 7
1384,2023-09-11,Cliente 9,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 6
1385,2023-09-12,Cliente 31,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 10
1386,2023-09-12,Cliente 36,SURCO,AUTO HONDA CITY 2016,1,19500.0,19500.0,Vendedor 7
1387,2023-09-12,Cliente 26,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 9
1388,2023-09-12,Cliente 50,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 3
1389,2023-09-12,Cliente 36,LA MOLINA,AMORTIGUADORES DELANTEROS,2,218.4,436.8,Vendedor 4
1390,2023-09-12,Cliente 36,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 10
1391,2023-09-12,Cliente 16,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 2
1392,2023-09-13,Cliente 50,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 7
1393,2023-09-13,Cliente 8,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 7
1394,2023-09-13,Cliente 24,LA MOLINA,FILTRO DE COMBUSTIBLE,1,140.8,140.8,Vendedor 6
1395,2023-09-13,Cliente 23,LA MOLINA,AMORTIGUADORES DELANTEROS,2,218.4,436.8,Vendedor 10
1396,2023-09-13,Cliente 23,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 10
1397,2023-09-14,Cliente 29,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 1
1398,2023-09-14,Cliente 44,SURCO,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 6
1399,2023-09-14,Cliente 48,LA MOLINA,"LLANTAS 18""",1,59.8,59.8,Vendedor 1
1400,2023-09-15,Cliente 1,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 6
1401,2023-09-15,Cliente 29,LA MOLINA,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 8
1402,2023-09-15,Cliente 48,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 9
1403,2023-09-16,Cliente 36,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 8
1404,2023-09-16,Cliente 45,LA MOLINA,AMORTIGUADORES DELANTEROS,5,218.4,1092.0,Vendedor 1
1405,2023-09-16,Cliente 11,LA MOLINA,"LLANTAS 18""",1,59.8,59.8,Vendedor 1
1406,2023-09-17,Cliente 4,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 8
1407,2023-09-17,Cliente 5,SURCO,AMORTIGUADORES DELANTEROS,6,218.4,1310.4,Vendedor 7
1408,2023-09-17,Cliente 43,LA MOLINA,AMORTIGUADORES POSTERIORES,6,115.8,694.8,Vendedor 6
1409,2023-09-17,Cliente 19,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 7
1410,2023-09-17,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 2
1411,2023-09-18,Cliente 39,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 9
1412,2023-09-18,Cliente 13,SURCO,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 9
1413,2023-09-18,Cliente 3,SURCO,AMORTIGUADORES POSTERIORES,4,115.8,463.2,Vendedor 4
1414,2023-09-18,Cliente 32,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 7
1415,2023-09-18,Cliente 23,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 6
1416,2023-09-19,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 9
1417,2023-09-19,Cliente 41,SURCO,AMORTIGUADORES DELANTEROS,3,218.4,655.2,Vendedor 5
1418,2023-09-19,Cliente 36,SURCO,AMORTIGUADORES POSTERIORES,4,115.8,463.2,Vendedor 5
1419,2023-09-19,Cliente 22,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 7
1420,2023-09-19,Cliente 47,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 7
1421,2023-09-20,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 10
1422,2023-09-20,Cliente 20,LA MOLINA,AMORTIGUADORES DELANTEROS,2,218.4,436.8,Vendedor 10
1423,2023-09-20,Cliente 35,LA MOLINA,AMORTIGUADORES POSTERIORES,3,115.8,347.4,Vendedor 3
1424,2023-09-20,Cliente 38,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 9
1425,2023-09-20,Cliente 20,SURCO,BATERÍA DE 18 PLACAS,1,88.4,88.4,Vendedor 9
1426,2023-09-21,Cliente 50,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 3
1427,2023-09-21,Cliente 21,LA MOLINA,AMORTIGUADORES DELANTEROS,6,218.4,1310.4,Vendedor 2
1428,2023-09-21,Cliente 12,SURCO,AMORTIGUADORES POSTERIORES,2,115.8,231.6,Vendedor 6
1429,2023-09-21,Cliente 49,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 6
1430,2023-09-21,Cliente 20,LA MOLINA,BATERÍA DE 18 PLACAS,2,88.4,176.8,Vendedor 8
1431,2023-09-22,Cliente 50,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 4
1432,2023-09-22,Cliente 12,LA MOLINA,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 1
1433,2023-09-22,Cliente 39,LA MOLINA,AMORTIGUADORES POSTERIORES,1,115.8,115.8,Vendedor 4
1434,2023-09-22,Cliente 23,SURCO,"LLANTAS 18""",1,59.8,59.8,Vendedor 2
1435,2023-09-22,Cliente 9,LA MOLINA,BATERÍA DE 18 PLACAS,2,88.4,176.8,Vendedor 9
1436,2023-09-23,Cliente 46,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 6
1437,2023-09-23,Cliente 32,LA MOLINA,AMORTIGUADORES DELANTEROS,3,218.4,655.2,Vendedor 8
1438,2023-09-23,Cliente 15,SURCO,"LLANTAS 18""",2,59.8,119.6,Vendedor 1
1439,2023-09-23,Cliente 18,SURCO,BATERÍA DE 18 PLACAS,2,88.4,176.8,Vendedor 7
1440,2023-09-24,Cliente 49,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 4
1441,2023-09-24,Cliente 29,LA MOLINA,AMORTIGUADORES DELANTEROS,2,218.4,436.8,Vendedor 10
1442,2023-09-24,Cliente 16,LA MOLINA,"LLANTAS 18""",3,59.8,179.4,Vendedor 7
1443,2023-09-25,Cliente 47,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.5,135.5,Vendedor 6
1444,2023-09-25,Cliente 34,LA MOLINA,AMORTIGUADORES DELANTEROS,7,218.4,1528.8,Vendedor 2
1445,2023-09-25,Cliente 16,SURCO,"LLANTAS 18""",3,59.8,179.4,Vendedor 9
1446,2023-09-26,Cliente 36,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,135.5,542.0,Vendedor 7
1447,2023-09-26,Cliente 13,LA MOLINA,AMORTIGUADORES DELANTEROS,9,218.4,1965.6,Vendedor 5
1448,2023-09-26,Cliente 50,LA MOLINA,"LLANTAS 18""",4,59.8,239.2,Vendedor 5
1449,2023-09-27,Cliente 19,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 10
1450,2023-09-27,Cliente 30,LA MOLINA,AMORTIGUADORES DELANTEROS,1,218.4,218.4,Vendedor 8
1451,2023-09-27,Cliente 12,LA MOLINA,"LLANTAS 18""",5,59.8,299.0,Vendedor 10
1452,2023-09-28,Cliente 27,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.5,406.5,Vendedor 6
1453,2023-09-28,Cliente 12,LA MOLINA,AMORTIGUADORES DELANTEROS,8,218.4,1747.2,Vendedor 8
1454,2023-09-28,Cliente 6,LA MOLINA,"LLANTAS 18""",2,59.8,119.6,Vendedor 5
1455,2023-09-29,Cliente 41,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.5,271.0,Vendedor 6
1456,2023-09-29,Cliente 47,LA MOLINA,AMORTIGUADORES DELANTEROS,3,218.4,655.2,Vendedor 9
1457,2023-09-29,Cliente 3,LA MOLINA,"LLANTAS 18""",4,59.8,239.2,Vendedor 3
1458,2023-09-30,Cliente 27,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,135.5,813.0,Vendedor 5
1459,2023-09-30,Cliente 19,LA MOLINA,AMORTIGUADORES DELANTEROS,10,218.4,2184.0,Vendedor 3
1460,2023-09-30,Cliente 1,LA MOLINA,"LLANTAS 18""",3,59.8,179.4,Vendedor 10
1461,2023-10-01,Cliente 32,LA MOLINA,AUTO HONDA ACCORD 2014,1,26500.0,26500.0,Vendedor 9
1462,2023-10-01,Cliente 39,SURCO,AUTO HONDA CIVIC 2014,1,31500.0,31500.0,Vendedor 8
1463,2023-10-01,Cliente 14,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 10
1464,2023-10-01,Cliente 30,LA MOLINA,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 7
1465,2023-10-01,Cliente 6,SURCO,AUTO HONDA FIT 2016,1,26000.0,26000.0,Vendedor 10
1466,2023-10-01,Cliente 16,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 9
1467,2023-10-01,Cliente 4,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 3
1468,2023-10-01,Cliente 4,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 6
1469,2023-10-01,Cliente 3,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 10
1470,2023-10-01,Cliente 4,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 2
1471,2023-10-02,Cliente 12,LA MOLINA,AUTO HONDA ACCORD 2014,1,26500.0,26500.0,Vendedor 3
1472,2023-10-02,Cliente 40,LA MOLINA,AUTO HONDA CIVIC 2014,1,31500.0,31500.0,Vendedor 10
1473,2023-10-02,Cliente 30,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 10
1474,2023-10-02,Cliente 3,SURCO,AUTO HONDA FIT 2016,1,26000.0,26000.0,Vendedor 2
1475,2023-10-02,Cliente 24,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 7
1476,2023-10-02,Cliente 49,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 7
1477,2023-10-02,Cliente 31,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 3
1478,2023-10-02,Cliente 34,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 7
1479,2023-10-03,Cliente 45,SURCO,AUTO HONDA ACCORD 2014,1,26500.0,26500.0,Vendedor 4
1480,2023-10-03,Cliente 7,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 10
1481,2023-10-03,Cliente 47,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 10
1482,2023-10-03,Cliente 28,LA MOLINA,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 10
1483,2023-10-03,Cliente 34,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 10
1484,2023-10-03,Cliente 40,SURCO,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 10
1485,2023-10-03,Cliente 32,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 3
1486,2023-10-03,Cliente 46,SURCO,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 5
1487,2023-10-04,Cliente 1,SURCO,AUTO HONDA ACCORD 2014,1,26500.0,26500.0,Vendedor 2
1488,2023-10-04,Cliente 30,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 2
1489,2023-10-04,Cliente 27,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 1
1490,2023-10-04,Cliente 23,LA MOLINA,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 9
1491,2023-10-04,Cliente 41,SURCO,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 4
1492,2023-10-04,Cliente 17,LA MOLINA,AMORTIGUADORES POSTERIORES,3,120.5,361.5,Vendedor 2
1493,2023-10-04,Cliente 33,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 9
1494,2023-10-04,Cliente 50,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 1
1495,2023-10-05,Cliente 44,SURCO,AUTO HONDA ACCORD 2014,1,26500.0,26500.0,Vendedor 6
1496,2023-10-05,Cliente 47,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 10
1497,2023-10-05,Cliente 12,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 4
1498,2023-10-05,Cliente 44,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 8
1499,2023-10-05,Cliente 42,SURCO,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 3
1500,2023-10-05,Cliente 41,SURCO,"LLANTAS 18""",2,63.2,126.4,Vendedor 8
1501,2023-10-05,Cliente 30,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 7
1502,2023-10-06,Cliente 37,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 6
1503,2023-10-06,Cliente 14,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 10
1504,2023-10-06,Cliente 5,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 3
1505,2023-10-06,Cliente 22,SURCO,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 7
1506,2023-10-06,Cliente 12,LA MOLINA,"LLANTAS 18""",1,63.2,63.2,Vendedor 10
1507,2023-10-06,Cliente 46,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 6
1508,2023-10-07,Cliente 18,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,107.2,321.6,Vendedor 7
1509,2023-10-07,Cliente 32,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 4
1510,2023-10-07,Cliente 20,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 4
1511,2023-10-07,Cliente 12,LA MOLINA,AMORTIGUADORES POSTERIORES,3,120.5,361.5,Vendedor 2
1512,2023-10-07,Cliente 50,SURCO,"LLANTAS 18""",2,63.2,126.4,Vendedor 4
1513,2023-10-07,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 1
1514,2023-10-08,Cliente 13,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 6
1515,2023-10-08,Cliente 47,LA MOLINA,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 9
1516,2023-10-08,Cliente 10,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 2
1517,2023-10-08,Cliente 14,SURCO,AMORTIGUADORES POSTERIORES,3,120.5,361.5,Vendedor 1
1518,2023-10-08,Cliente 46,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 9
1519,2023-10-08,Cliente 20,SURCO,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 1
1520,2023-10-09,Cliente 22,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,107.2,321.6,Vendedor 8
1521,2023-10-09,Cliente 7,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 9
1522,2023-10-09,Cliente 37,SURCO,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 5
1523,2023-10-09,Cliente 21,SURCO,AMORTIGUADORES POSTERIORES,1,120.5,120.5,Vendedor 4
1524,2023-10-09,Cliente 18,LA MOLINA,"LLANTAS 18""",1,63.2,63.2,Vendedor 9
1525,2023-10-09,Cliente 43,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 2
1526,2023-10-10,Cliente 10,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 3
1527,2023-10-10,Cliente 8,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 1
1528,2023-10-10,Cliente 14,SURCO,AUTO HONDA FIT 2016,1,26000.0,26000.0,Vendedor 9
1529,2023-10-10,Cliente 36,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 6
1530,2023-10-10,Cliente 46,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 5
1531,2023-10-10,Cliente 11,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 2
1532,2023-10-10,Cliente 35,LA MOLINA,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 8
1533,2023-10-10,Cliente 2,LA MOLINA,AMORTIGUADORES POSTERIORES,1,120.5,120.5,Vendedor 8
