id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto,TIPO_PRODUCTO
246,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,13500,67500,AUTOS
247,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
248,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
249,2023-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750,REPUESTOS
250,2023-08-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,69,345,REPUESTOS
251,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,15500,62000,AUTOS
252,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,19500,58500,AUTOS
253,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18000,36000,AUTOS
254,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
255,2023-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
256,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,218,1744,REPUESTOS
257,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
258,2023-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",18,75,1350,REPUESTOS
259,2023-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,47,111,5217,REPUESTOS
260,2023-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,104,728,REPUESTOS
261,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
262,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
263,2023-09-01,Prov Repuestos,SURCO,"LLANTAS 18""",9,54,486,REPUESTOS
264,2023-09-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
265,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
266,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
267,2023-09-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
268,2023-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,35,104,3640,REPUESTOS
269,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,89,192,17088,REPUESTOS
270,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,17500,35000,AUTOS
271,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19500,58500,AUTOS
272,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000,AUTOS
273,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
274,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000,AUTOS
275,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18000,54000,AUTOS
276,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,13500,54000,AUTOS
277,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,103,103,REPUESTOS
278,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
279,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
280,2023-09-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
281,2023-09-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
282,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,17500,17500,AUTOS
283,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
284,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18000,72000,AUTOS
285,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
286,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
287,2023-09-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
288,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,22,103,2266,REPUESTOS
289,2023-09-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",47,54,2538,REPUESTOS
290,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,102,714,REPUESTOS
291,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
292,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
293,2023-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570,REPUESTOS
294,2023-10-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
295,2023-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
296,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
297,2023-10-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
298,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,102,1734,REPUESTOS
299,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,89,105,9345,REPUESTOS
300,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,16500,49500,AUTOS
301,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
302,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000,AUTOS
303,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,13500,40500,AUTOS
304,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000,AUTOS
305,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18000,90000,AUTOS
306,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,14500,72500,AUTOS
307,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
308,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
309,2023-10-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570,REPUESTOS
310,2023-10-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
311,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
312,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
313,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,19000,76000,AUTOS
314,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,13500,13500,AUTOS
315,2023-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
316,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
317,2023-10-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
318,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,23,241,5543,REPUESTOS
319,2023-10-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",42,57,2394,REPUESTOS
320,2023-11-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
321,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
322,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
323,2023-11-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
324,2023-11-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
325,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
326,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
327,2023-11-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
328,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,26,102,2652,REPUESTOS
329,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,75,106,7950,REPUESTOS
330,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16000,16000,AUTOS
331,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,20000,60000,AUTOS
332,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,19000,76000,AUTOS
333,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,13500,27000,AUTOS
334,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500,AUTOS
335,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,16500,66000,AUTOS
336,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16500,82500,AUTOS
337,2023-11-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
338,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
339,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
340,2023-11-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
341,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,16000,48000,AUTOS
342,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
343,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19000,19000,AUTOS
344,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,13500,27000,AUTOS
345,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
346,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
347,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",27,60,1620,REPUESTOS
348,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,47,76,3572,REPUESTOS
349,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180,REPUESTOS
350,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
351,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
352,2023-12-01,Prov Repuestos,SURCO,"LLANTAS 18""",6,60,360,REPUESTOS
353,2023-12-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
354,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
355,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
356,2023-12-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
357,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,30,118,3540,REPUESTOS
358,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,79,192,15168,REPUESTOS
359,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
360,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16000,16000,AUTOS
361,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000,AUTOS
362,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500,AUTOS
363,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,16500,82500,AUTOS
364,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17500,87500,AUTOS
365,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
366,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
367,2023-12-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
368,2023-12-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
369,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
370,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,16000,32000,AUTOS
371,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,17000,17000,AUTOS
372,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
373,2023-12-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
374,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,23,98,2254,REPUESTOS
375,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,42,192,8064,REPUESTOS
376,2024-01-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
377,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
378,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
379,2024-01-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650,REPUESTOS
380,2024-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
381,2024-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,88,616,REPUESTOS
382,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
383,2024-01-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650,REPUESTOS
384,2024-01-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
385,2024-01-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,35,117,4095,REPUESTOS
386,2024-01-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,108,117,12636,REPUESTOS
387,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,21000,21000,AUTOS
388,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,17000,51000,AUTOS
389,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,18000,54000,AUTOS
390,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18500,92500,AUTOS
391,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000,AUTOS
392,2024-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
393,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
394,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
395,2024-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650,REPUESTOS
396,2024-01-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
397,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,19000,57000,AUTOS
398,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
399,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17000,51000,AUTOS
400,2024-01-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
401,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
402,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650,REPUESTOS
403,2024-01-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
404,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,1,217,217,REPUESTOS
405,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",12,65,780,REPUESTOS
406,2024-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
407,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
408,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
409,2024-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490,REPUESTOS
410,2024-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
411,2024-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
412,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
413,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
414,2024-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490,REPUESTOS
415,2024-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
416,2024-02-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,105,105,REPUESTOS
417,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,42,102,4284,REPUESTOS
418,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500,AUTOS
419,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000,AUTOS
420,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16500,16500,AUTOS
421,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000,AUTOS
422,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000,AUTOS
423,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,18000,72000,AUTOS
424,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000,AUTOS
425,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
426,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
427,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,6,102,612,REPUESTOS
428,2024-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490,REPUESTOS
429,2024-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
430,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16500,16500,AUTOS
431,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,18000,54000,AUTOS
432,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,16500,66000,AUTOS
433,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000,AUTOS
434,2024-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
435,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
436,2024-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490,REPUESTOS
437,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
438,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,119,595,REPUESTOS
439,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,7,93,651,REPUESTOS
440,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
441,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
442,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740,REPUESTOS
443,2024-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620,REPUESTOS
444,2024-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
445,2024-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
446,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
447,2024-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620,REPUESTOS
448,2024-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
449,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,109,545,REPUESTOS
450,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,30,74,2220,REPUESTOS
451,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,20500,20500,AUTOS
452,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000,AUTOS
453,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,14000,28000,AUTOS
454,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,20000,80000,AUTOS
455,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17000,51000,AUTOS
456,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,15500,77500,AUTOS
457,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,3,18500,55500,AUTOS
458,2024-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
459,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
460,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740,REPUESTOS
461,2024-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620,REPUESTOS
462,2024-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
463,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,20500,20500,AUTOS
464,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,18000,18000,AUTOS
465,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,14000,14000,AUTOS
466,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,20000,40000,AUTOS
467,2024-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
468,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
469,2024-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620,REPUESTOS
470,2024-03-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
471,2024-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,9,90,810,REPUESTOS
472,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,28,222,6216,REPUESTOS
473,2024-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
474,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060,REPUESTOS
475,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
476,2024-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660,REPUESTOS
477,2024-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
478,2024-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
479,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,206,2060,REPUESTOS
480,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
481,2024-04-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,66,660,REPUESTOS
482,2024-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
483,2024-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,52,91,4732,REPUESTOS
484,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,20500,41000,AUTOS
485,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000,AUTOS
486,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20500,102500,AUTOS
487,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16500,33000,AUTOS
488,2024-04-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
489,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060,REPUESTOS
490,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
491,2024-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660,REPUESTOS
492,2024-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
