id_venta,fecha,id_cliente,id_almacen,id_producto,producto,cantidad,precio_venta,monto,id_vendedor
827,2023-08-18,154,1,42,"LLANTAS 18""",11,65,715,2
833,2023-08-18,160,2,43,BATERÍA DE 18 PLACAS,4,110,440,3
755,2023-08-19,189,2,6,AUTO HONDA FIT 2016,1,34187,34187,4
831,2023-08-19,86,1,43,BATERÍA DE 18 PLACAS,9,110,990,3
760,2023-08-20,116,1,7,AUTO HONDA CITY 2016,1,31943,31943,1
818,2023-08-21,166,2,42,"LLANTAS 18""",1,65,65,2
823,2023-08-21,104,2,42,"LLANTAS 18""",6,65,390,1
742,2023-08-22,171,1,3,AUTO HONDA ODISSEY 2013,1,35914,35914,2
779,2023-08-22,152,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,45697,45697,1
790,2023-08-23,54,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,121,121,2
828,2023-08-24,139,1,42,"LLANTAS 18""",1,65,65,1
825,2023-08-25,155,2,42,"LLANTAS 18""",15,65,975,1
789,2023-08-26,143,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,121,121,2
791,2023-08-26,117,1,39,FILTRO DE COMBUSTIBLE,1,130,130,3
826,2023-08-27,50,2,42,"LLANTAS 18""",5,65,325,2
832,2023-08-27,120,2,43,BATERÍA DE 18 PLACAS,6,110,660,2
855,2023-09-01,76,2,6,AUTO HONDA FIT 2016,1,25974,25974,1
916,2023-09-03,95,2,43,BATERÍA DE 18 PLACAS,5,82,410,4
846,2023-09-05,46,1,4,AUTO HONDA CRV 2014,1,23573,23573,3
873,2023-09-05,177,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,122,2074,3
868,2023-09-06,179,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,48127,48127,2
870,2023-09-06,98,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,48127,48127,1
908,2023-09-07,2,2,42,"LLANTAS 18""",20,81,1620,4
910,2023-09-07,88,2,42,"LLANTAS 18""",17,81,1377,1
845,2023-09-08,37,1,3,AUTO HONDA ODISSEY 2013,1,25541,25541,2
872,2023-09-08,151,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,122,732,2
915,2023-09-08,199,2,42,"LLANTAS 18""",1,81,81,1
867,2023-09-09,182,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,48127,48127,1
912,2023-09-10,179,2,42,"LLANTAS 18""",16,81,1296,2
914,2023-09-11,28,2,42,"LLANTAS 18""",4,81,324,2
918,2023-09-12,163,2,43,BATERÍA DE 18 PLACAS,4,82,328,1
922,2023-09-12,51,2,43,BATERÍA DE 18 PLACAS,1,82,82,1
835,2023-09-14,42,1,1,AUTO HONDA ACCORD 2014,1,24282,24282,1
859,2023-09-15,35,1,7,AUTO HONDA CITY 2016,1,24231,24231,4
902,2023-09-16,167,2,41,AMORTIGUADORES POSTERIORES,17,126,2142,3
893,2023-09-17,128,2,40,AMORTIGUADORES DELANTEROS,2,259,518,3
876,2023-09-18,40,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,13,122,1586,2
901,2023-09-18,122,2,41,AMORTIGUADORES POSTERIORES,17,126,2142,2
913,2023-09-18,13,2,42,"LLANTAS 18""",3,81,243,2
878,2023-09-19,106,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,13,122,1586,4
844,2023-09-20,41,1,3,AUTO HONDA ODISSEY 2013,1,25541,25541,2
847,2023-09-20,143,1,4,AUTO HONDA CRV 2014,1,23573,23573,4
919,2023-09-20,161,1,43,BATERÍA DE 18 PLACAS,1,82,82,1
874,2023-09-21,149,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,122,732,4
883,2023-09-21,162,1,39,FILTRO DE COMBUSTIBLE,1,111,111,2
903,2023-09-21,61,2,41,AMORTIGUADORES POSTERIORES,9,126,1134,4
843,2023-09-22,186,1,3,AUTO HONDA ODISSEY 2013,1,25541,25541,2
854,2023-09-23,46,2,6,AUTO HONDA FIT 2016,1,25974,25974,1
882,2023-09-24,124,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,122,122,3
891,2023-09-25,59,2,40,AMORTIGUADORES DELANTEROS,15,259,3885,2
866,2023-09-26,86,2,10,CAMIONETA HONDA CR-Z 2015,1,31577,31577,2
875,2023-09-26,187,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,9,122,1098,2
880,2023-09-26,95,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,122,732,4
972,2023-10-01,127,2,40,AMORTIGUADORES DELANTEROS,11,250,2750,2
1002,2023-10-01,73,1,42,"LLANTAS 18""",1,73,73,1
964,2023-10-03,33,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,133,2261,3
936,2023-10-04,125,1,4,AUTO HONDA CRV 2014,1,30794,30794,1
1007,2023-10-04,66,1,43,BATERÍA DE 18 PLACAS,6,85,510,4
965,2023-10-05,44,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,133,798,2
962,2023-10-06,100,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,12,133,1596,3
974,2023-10-06,176,2,40,AMORTIGUADORES DELANTEROS,8,250,2000,3
998,2023-10-06,72,2,42,"LLANTAS 18""",2,73,146,1
1006,2023-10-06,167,1,43,BATERÍA DE 18 PLACAS,1,85,85,1
939,2023-10-07,45,1,5,AUTO HONDA PILOT 2013,1,15220,15220,1
971,2023-10-07,101,2,40,AMORTIGUADORES DELANTEROS,7,250,1750,4
944,2023-10-10,93,1,7,AUTO HONDA CITY 2016,1,23106,23106,1
934,2023-10-11,47,2,4,AUTO HONDA CRV 2014,1,30794,30794,1
986,2023-10-11,49,2,41,AMORTIGUADORES POSTERIORES,16,117,1872,4
960,2023-10-12,21,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,16,133,2128,1
995,2023-10-12,157,2,42,"LLANTAS 18""",8,73,584,3
988,2023-10-13,110,2,41,AMORTIGUADORES POSTERIORES,7,117,819,1
1005,2023-10-13,190,1,43,BATERÍA DE 18 PLACAS,1,85,85,4
993,2023-10-14,32,2,42,"LLANTAS 18""",19,73,1387,2
963,2023-10-16,79,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,15,133,1995,3
978,2023-10-17,3,2,40,AMORTIGUADORES DELANTEROS,19,250,4750,2
989,2023-10-18,141,2,41,AMORTIGUADORES POSTERIORES,1,117,117,2
949,2023-10-19,52,1,7,AUTO HONDA CITY 2016,1,23106,23106,3
953,2023-10-19,96,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,33413,33413,3
957,2023-10-19,80,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,27900,27900,3
961,2023-10-19,59,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,133,2261,3
923,2023-10-20,177,1,1,AUTO HONDA ACCORD 2014,1,19776,19776,2
929,2023-10-20,105,1,3,AUTO HONDA ODISSEY 2013,1,17088,17088,2
935,2023-10-21,97,1,4,AUTO HONDA CRV 2014,1,30794,30794,4
950,2023-10-21,101,1,8,CAMIONETA HONDA ELEMENT 2013,1,33492,33492,1
966,2023-10-21,51,1,39,FILTRO DE COMBUSTIBLE,5,134,670,4
990,2023-10-21,70,2,42,"LLANTAS 18""",10,73,730,1
968,2023-10-22,119,1,39,FILTRO DE COMBUSTIBLE,1,134,134,2
958,2023-10-23,147,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,27900,27900,1
991,2023-10-23,49,2,42,"LLANTAS 18""",13,73,949,4
1004,2023-10-23,27,1,43,BATERÍA DE 18 PLACAS,20,85,1700,1
933,2023-10-24,158,2,4,AUTO HONDA CRV 2014,1,30794,30794,4
941,2023-10-25,154,2,6,AUTO HONDA FIT 2016,1,24875,24875,2
1000,2023-10-25,81,2,42,"LLANTAS 18""",3,73,219,2
1001,2023-10-26,30,1,42,"LLANTAS 18""",2,73,146,2
940,2023-10-27,2,1,5,AUTO HONDA PILOT 2013,1,15220,15220,4
943,2023-10-27,57,1,7,AUTO HONDA CITY 2016,1,23106,23106,2
992,2023-10-27,84,2,42,"LLANTAS 18""",6,73,438,4
925,2023-10-28,5,2,2,AUTO HONDA CIVIC 2014,1,13230,13230,3
1048,2023-11-03,70,1,7,AUTO HONDA CITY 2016,1,30209,30209,2
1093,2023-11-03,65,2,41,AMORTIGUADORES POSTERIORES,9,106,954,3
1096,2023-11-03,158,2,41,AMORTIGUADORES POSTERIORES,17,106,1802,2
1109,2023-11-03,41,2,42,"LLANTAS 18""",2,47,94,1
1037,2023-11-04,159,1,5,AUTO HONDA PILOT 2013,1,14180,14180,2
1039,2023-11-04,3,1,5,AUTO HONDA PILOT 2013,1,14180,14180,2
1082,2023-11-04,155,2,40,AMORTIGUADORES DELANTEROS,4,275,1100,2
1008,2023-11-05,64,1,1,AUTO HONDA ACCORD 2014,1,19724,19724,1
1049,2023-11-05,153,1,8,CAMIONETA HONDA ELEMENT 2013,1,33770,33770,4
1099,2023-11-05,53,2,41,AMORTIGUADORES POSTERIORES,4,106,424,1
1060,2023-11-06,31,2,10,CAMIONETA HONDA CR-Z 2015,1,52175,52175,2
1016,2023-11-08,60,2,2,AUTO HONDA CIVIC 2014,1,31997,31997,4
1036,2023-11-08,138,1,5,AUTO HONDA PILOT 2013,1,14180,14180,2
1112,2023-11-08,49,1,42,"LLANTAS 18""",2,47,94,1
1113,2023-11-10,69,2,43,BATERÍA DE 18 PLACAS,13,85,1105,1
1009,2023-11-11,111,1,1,AUTO HONDA ACCORD 2014,1,19724,19724,1
1044,2023-11-12,37,2,6,AUTO HONDA FIT 2016,1,29112,29112,2
1083,2023-11-13,63,2,40,AMORTIGUADORES DELANTEROS,16,275,4400,3
1038,2023-11-14,164,1,5,AUTO HONDA PILOT 2013,1,14180,14180,2
1097,2023-11-14,190,2,41,AMORTIGUADORES POSTERIORES,9,106,954,4
1111,2023-11-15,159,2,42,"LLANTAS 18""",1,47,47,1
1118,2023-11-15,98,2,43,BATERÍA DE 18 PLACAS,1,85,85,1
1032,2023-11-16,27,1,5,AUTO HONDA PILOT 2013,1,14180,14180,1
1052,2023-11-18,68,1,8,CAMIONETA HONDA ELEMENT 2013,1,33770,33770,3
1055,2023-11-18,15,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,34597,34597,3
1114,2023-11-18,103,1,43,BATERÍA DE 18 PLACAS,11,85,935,4
1010,2023-11-21,156,2,2,AUTO HONDA CIVIC 2014,1,31997,31997,3
1047,2023-11-22,59,1,7,AUTO HONDA CITY 2016,1,30209,30209,1
1100,2023-11-22,112,2,41,AMORTIGUADORES POSTERIORES,8,106,848,2
1116,2023-11-22,105,2,43,BATERÍA DE 18 PLACAS,3,85,255,1
1085,2023-11-23,126,2,40,AMORTIGUADORES DELANTEROS,17,275,4675,1
1115,2023-11-23,141,1,43,BATERÍA DE 18 PLACAS,18,85,1530,4
1117,2023-11-24,120,2,43,BATERÍA DE 18 PLACAS,1,85,85,2
1101,2023-11-26,199,2,41,AMORTIGUADORES POSTERIORES,2,106,212,4
1054,2023-11-27,191,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,34597,34597,1
1081,2023-11-27,24,2,40,AMORTIGUADORES DELANTEROS,2,275,550,1
1046,2023-11-28,73,2,6,AUTO HONDA FIT 2016,1,29112,29112,2
1090,2023-11-28,118,2,40,AMORTIGUADORES DELANTEROS,3,275,825,2
1197,2023-12-01,36,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,112,224,2
1211,2023-12-01,75,2,40,AMORTIGUADORES DELANTEROS,9,279,2511,3
1159,2023-12-02,23,2,6,AUTO HONDA FIT 2016,1,26266,26266,3
1146,2023-12-03,27,1,5,AUTO HONDA PILOT 2013,1,31985,31985,2
1202,2023-12-03,199,2,40,AMORTIGUADORES DELANTEROS,19,279,5301,1
1212,2023-12-03,86,2,40,AMORTIGUADORES DELANTEROS,1,279,279,1
1250,2023-12-04,115,1,43,BATERÍA DE 18 PLACAS,12,118,1416,2
1121,2023-12-05,125,1,1,AUTO HONDA ACCORD 2014,1,29721,29721,3
1180,2023-12-05,80,2,10,CAMIONETA HONDA CR-Z 2015,1,33896,33896,4
1206,2023-12-05,32,2,40,AMORTIGUADORES DELANTEROS,18,279,5022,2
1175,2023-12-06,38,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,35956,35956,3
1171,2023-12-07,49,1,8,CAMIONETA HONDA ELEMENT 2013,1,42453,42453,3
1172,2023-12-07,40,1,8,CAMIONETA HONDA ELEMENT 2013,1,42453,42453,1
1251,2023-12-07,124,1,43,BATERÍA DE 18 PLACAS,7,118,826,2
1252,2023-12-08,95,2,43,BATERÍA DE 18 PLACAS,1,118,118,3
1179,2023-12-10,47,2,10,CAMIONETA HONDA CR-Z 2015,1,33896,33896,2
1183,2023-12-10,120,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,27243,27243,1
1142,2023-12-11,141,2,4,AUTO HONDA CRV 2014,1,26104,26104,2
1181,2023-12-11,111,2,10,CAMIONETA HONDA CR-Z 2015,1,33896,33896,1
1153,2023-12-13,91,2,6,AUTO HONDA FIT 2016,1,26266,26266,3
1229,2023-12-13,122,2,41,AMORTIGUADORES POSTERIORES,1,120,120,4
1249,2023-12-13,140,2,43,BATERÍA DE 18 PLACAS,20,118,2360,3
1200,2023-12-14,105,1,39,FILTRO DE COMBUSTIBLE,5,119,595,4
1165,2023-12-15,165,1,7,AUTO HONDA CITY 2016,1,23900,23900,3
1196,2023-12-15,168,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,112,224,3
1213,2023-12-15,78,2,40,AMORTIGUADORES DELANTEROS,1,279,279,2
1152,2023-12-17,25,2,6,AUTO HONDA FIT 2016,1,26266,26266,1
1225,2023-12-18,47,2,41,AMORTIGUADORES POSTERIORES,1,120,120,4
1248,2023-12-18,62,2,43,BATERÍA DE 18 PLACAS,19,118,2242,3
1158,2023-12-21,104,2,6,AUTO HONDA FIT 2016,1,26266,26266,1
1119,2023-12-22,22,1,1,AUTO HONDA ACCORD 2014,1,29721,29721,2
1166,2023-12-22,137,1,7,AUTO HONDA CITY 2016,1,23900,23900,2
1214,2023-12-22,152,2,40,AMORTIGUADORES DELANTEROS,1,279,279,4
1254,2023-12-24,191,2,43,BATERÍA DE 18 PLACAS,5,118,590,1
1253,2023-12-25,141,1,43,BATERÍA DE 18 PLACAS,9,118,1062,4
1132,2023-12-26,32,2,3,AUTO HONDA ODISSEY 2013,1,24222,24222,2
1137,2023-12-27,176,2,4,AUTO HONDA CRV 2014,1,26104,26104,3
1201,2023-12-27,137,1,39,FILTRO DE COMBUSTIBLE,11,119,1309,1
1162,2023-12-28,104,1,7,AUTO HONDA CITY 2016,1,23900,23900,1
1173,2023-12-28,74,2,8,CAMIONETA HONDA ELEMENT 2013,1,42453,42453,2
1177,2023-12-28,114,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,35956,35956,3
1274,2024-01-01,175,2,4,AUTO HONDA CRV 2014,1,31884,31884,4
1305,2024-01-01,27,2,10,CAMIONETA HONDA CR-Z 2015,1,32603,32603,1
1381,2024-01-02,165,1,43,BATERÍA DE 18 PLACAS,14,111,1554,4
1384,2024-01-02,16,2,43,BATERÍA DE 18 PLACAS,8,111,888,3
1391,2024-01-02,63,1,43,BATERÍA DE 18 PLACAS,3,111,333,4
1273,2024-01-03,96,2,4,AUTO HONDA CRV 2014,1,31884,31884,2
1294,2024-01-03,56,2,7,AUTO HONDA CITY 2016,1,31853,31853,1
1297,2024-01-03,22,1,8,CAMIONETA HONDA ELEMENT 2013,1,36968,36968,4
1349,2024-01-04,130,1,40,AMORTIGUADORES DELANTEROS,1,292,292,2
1256,2024-01-06,176,2,1,AUTO HONDA ACCORD 2014,1,22153,22153,4
1264,2024-01-06,197,1,1,AUTO HONDA ACCORD 2014,1,22153,22153,1
1293,2024-01-06,28,2,7,AUTO HONDA CITY 2016,1,31853,31853,3
1307,2024-01-06,52,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,24544,24544,2
1386,2024-01-06,8,2,43,BATERÍA DE 18 PLACAS,3,111,333,1
1255,2024-01-07,18,1,1,AUTO HONDA ACCORD 2014,1,22153,22153,3
1299,2024-01-07,182,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,42874,42874,3
1343,2024-01-07,72,1,40,AMORTIGUADORES DELANTEROS,2,292,584,4
1390,2024-01-08,161,2,43,BATERÍA DE 18 PLACAS,1,111,111,1
1270,2024-01-09,109,2,3,AUTO HONDA ODISSEY 2013,1,23899,23899,4
1338,2024-01-09,49,2,40,AMORTIGUADORES DELANTEROS,6,292,1752,2
1259,2024-01-10,102,1,1,AUTO HONDA ACCORD 2014,1,22153,22153,2
1285,2024-01-10,85,1,5,AUTO HONDA PILOT 2013,1,34571,34571,3
1283,2024-01-12,140,1,5,AUTO HONDA PILOT 2013,1,34571,34571,3
1298,2024-01-12,79,1,8,CAMIONETA HONDA ELEMENT 2013,1,36968,36968,3
1346,2024-01-12,19,2,40,AMORTIGUADORES DELANTEROS,6,292,1752,1
1378,2024-01-12,167,1,43,BATERÍA DE 18 PLACAS,7,111,777,1
1271,2024-01-14,197,2,3,AUTO HONDA ODISSEY 2013,1,23899,23899,1
1295,2024-01-14,66,2,7,AUTO HONDA CITY 2016,1,31853,31853,2
1306,2024-01-14,44,1,10,CAMIONETA HONDA CR-Z 2015,1,32603,32603,2
1336,2024-01-14,57,2,40,AMORTIGUADORES DELANTEROS,15,292,4380,1
1379,2024-01-14,162,1,43,BATERÍA DE 18 PLACAS,3,111,333,4
1286,2024-01-15,164,1,5,AUTO HONDA PILOT 2013,1,34571,34571,1
1288,2024-01-16,166,1,6,AUTO HONDA FIT 2016,1,30137,30137,4
1392,2024-01-16,112,1,43,BATERÍA DE 18 PLACAS,1,111,111,3
1383,2024-01-17,57,1,43,BATERÍA DE 18 PLACAS,6,111,666,3
1333,2024-01-18,140,1,39,FILTRO DE COMBUSTIBLE,1,139,139,3
1388,2024-01-18,82,1,43,BATERÍA DE 18 PLACAS,1,111,111,1
1335,2024-01-19,35,2,40,AMORTIGUADORES DELANTEROS,7,292,2044,2
1308,2024-01-20,9,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,24544,24544,1
1332,2024-01-20,21,1,39,FILTRO DE COMBUSTIBLE,2,139,278,1
1309,2024-01-21,107,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,24544,24544,4
1377,2024-01-21,51,2,43,BATERÍA DE 18 PLACAS,3,111,333,3
1387,2024-01-21,115,1,43,BATERÍA DE 18 PLACAS,1,111,111,3
1276,2024-01-22,94,2,4,AUTO HONDA CRV 2014,1,31884,31884,2
1296,2024-01-22,38,1,8,CAMIONETA HONDA ELEMENT 2013,1,36968,36968,2
1302,2024-01-23,181,1,10,CAMIONETA HONDA CR-Z 2015,1,32603,32603,2
1342,2024-01-23,181,2,40,AMORTIGUADORES DELANTEROS,17,292,4964,1
1291,2024-01-24,130,1,7,AUTO HONDA CITY 2016,1,31853,31853,3
1287,2024-01-25,92,1,6,AUTO HONDA FIT 2016,1,30137,30137,2
1292,2024-01-25,74,1,7,AUTO HONDA CITY 2016,1,31853,31853,1
1389,2024-01-25,151,1,43,BATERÍA DE 18 PLACAS,3,111,333,1
1279,2024-01-27,105,1,4,AUTO HONDA CRV 2014,1,31884,31884,3
1304,2024-01-27,91,2,10,CAMIONETA HONDA CR-Z 2015,1,32603,32603,1
1282,2024-01-28,82,1,5,AUTO HONDA PILOT 2013,1,34571,34571,3
1303,2024-01-28,97,2,10,CAMIONETA HONDA CR-Z 2015,1,32603,32603,3
1347,2024-01-28,185,2,40,AMORTIGUADORES DELANTEROS,3,292,876,2
1348,2024-01-28,52,2,40,AMORTIGUADORES DELANTEROS,3,292,876,4
1435,2024-02-01,188,2,10,CAMIONETA HONDA CR-Z 2015,1,42354,42354,3
1429,2024-02-02,53,1,8,CAMIONETA HONDA ELEMENT 2013,1,32194,32194,1
1430,2024-02-02,89,1,8,CAMIONETA HONDA ELEMENT 2013,1,32194,32194,2
1432,2024-02-03,170,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,38757,38757,2
1399,2024-02-05,49,1,2,AUTO HONDA CIVIC 2014,1,25052,25052,4
1396,2024-02-06,30,1,1,AUTO HONDA ACCORD 2014,1,22954,22954,1
1465,2024-02-06,81,2,40,AMORTIGUADORES DELANTEROS,1,241,241,1
1440,2024-02-07,96,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,31628,31628,4
1494,2024-02-07,62,1,43,BATERÍA DE 18 PLACAS,15,115,1725,1
1431,2024-02-08,126,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,38757,38757,1
1469,2024-02-10,123,1,40,AMORTIGUADORES DELANTEROS,5,241,1205,4
1397,2024-02-11,8,1,1,AUTO HONDA ACCORD 2014,1,22954,22954,2
1461,2024-02-11,4,2,40,AMORTIGUADORES DELANTEROS,12,241,2892,4
1437,2024-02-13,64,2,10,CAMIONETA HONDA CR-Z 2015,1,42354,42354,2
1427,2024-02-14,199,2,7,AUTO HONDA CITY 2016,1,23726,23726,4
1428,2024-02-15,153,2,8,CAMIONETA HONDA ELEMENT 2013,1,32194,32194,2
1471,2024-02-16,72,2,40,AMORTIGUADORES DELANTEROS,3,241,723,4
1468,2024-02-17,29,2,40,AMORTIGUADORES DELANTEROS,15,241,3615,3
1493,2024-02-17,149,1,43,BATERÍA DE 18 PLACAS,11,115,1265,2
1412,2024-02-18,115,1,4,AUTO HONDA CRV 2014,1,40870,40870,3
1460,2024-02-18,29,1,39,FILTRO DE COMBUSTIBLE,1,95,95,2
1491,2024-02-19,75,2,43,BATERÍA DE 18 PLACAS,5,115,575,3
1417,2024-02-20,157,1,5,AUTO HONDA PILOT 2013,1,34653,34653,2
1489,2024-02-22,22,1,43,BATERÍA DE 18 PLACAS,5,115,575,1
1467,2024-02-24,154,2,40,AMORTIGUADORES DELANTEROS,13,241,3133,3
1490,2024-02-24,125,2,43,BATERÍA DE 18 PLACAS,4,115,460,3
1410,2024-02-25,83,1,4,AUTO HONDA CRV 2014,1,40870,40870,1
1438,2024-02-25,91,1,10,CAMIONETA HONDA CR-Z 2015,1,42354,42354,1
1457,2024-02-25,157,1,39,FILTRO DE COMBUSTIBLE,1,95,95,3
1405,2024-02-27,199,2,3,AUTO HONDA ODISSEY 2013,1,28077,28077,1
1425,2024-02-27,127,2,7,AUTO HONDA CITY 2016,1,23726,23726,3
1470,2024-02-27,162,2,40,AMORTIGUADORES DELANTEROS,3,241,723,3
1402,2024-02-28,84,2,2,AUTO HONDA CIVIC 2014,1,25052,25052,1
1408,2024-02-28,88,1,4,AUTO HONDA CRV 2014,1,40870,40870,2
1436,2024-02-28,120,2,10,CAMIONETA HONDA CR-Z 2015,1,42354,42354,2
1515,2024-03-02,83,1,5,AUTO HONDA PILOT 2013,1,30041,30041,1
1503,2024-03-03,134,1,4,AUTO HONDA CRV 2014,1,29055,29055,1
1532,2024-03-03,181,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,42082,42082,3
1547,2024-03-03,115,2,40,AMORTIGUADORES DELANTEROS,17,241,4097,3
1517,2024-03-04,180,1,6,AUTO HONDA FIT 2016,1,25363,25363,4
1536,2024-03-04,65,1,10,CAMIONETA HONDA CR-Z 2015,1,38409,38409,1
1507,2024-03-05,53,2,4,AUTO HONDA CRV 2014,1,29055,29055,2
1555,2024-03-06,118,1,40,AMORTIGUADORES DELANTEROS,5,241,1205,1
1574,2024-03-06,108,1,42,"LLANTAS 18""",15,88,1320,4
1580,2024-03-06,119,1,42,"LLANTAS 18""",5,88,440,3
1550,2024-03-07,198,2,40,AMORTIGUADORES DELANTEROS,2,241,482,1
1557,2024-03-07,82,1,40,AMORTIGUADORES DELANTEROS,1,241,241,3
1582,2024-03-08,53,1,42,"LLANTAS 18""",19,88,1672,3
1511,2024-03-09,133,1,5,AUTO HONDA PILOT 2013,1,30041,30041,2
1542,2024-03-09,184,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,90,1620,2
1549,2024-03-10,189,2,40,AMORTIGUADORES DELANTEROS,14,241,3374,4
1534,2024-03-11,146,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,42082,42082,4
1556,2024-03-11,158,2,40,AMORTIGUADORES DELANTEROS,20,241,4820,1
1543,2024-03-12,142,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,12,90,1080,3
1592,2024-03-12,119,1,43,BATERÍA DE 18 PLACAS,1,100,100,1
1497,2024-03-13,77,2,2,AUTO HONDA CIVIC 2014,1,22305,22305,4
1510,2024-03-13,184,1,5,AUTO HONDA PILOT 2013,1,30041,30041,2
1528,2024-03-13,140,2,7,AUTO HONDA CITY 2016,1,36301,36301,3
1553,2024-03-13,32,2,40,AMORTIGUADORES DELANTEROS,11,241,2651,1
1535,2024-03-14,78,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,42082,42082,2
1551,2024-03-14,123,2,40,AMORTIGUADORES DELANTEROS,9,241,2169,1
1499,2024-03-16,100,1,2,AUTO HONDA CIVIC 2014,1,22305,22305,2
1495,2024-03-20,78,2,1,AUTO HONDA ACCORD 2014,1,25116,25116,3
1496,2024-03-20,165,2,2,AUTO HONDA CIVIC 2014,1,22305,22305,3
1531,2024-03-20,8,1,8,CAMIONETA HONDA ELEMENT 2013,1,32648,32648,2
1545,2024-03-20,136,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,90,360,3
1529,2024-03-21,44,2,8,CAMIONETA HONDA ELEMENT 2013,1,32648,32648,4
1539,2024-03-22,66,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90,90,3
1589,2024-03-22,6,2,43,BATERÍA DE 18 PLACAS,3,100,300,2
1588,2024-03-23,37,2,43,BATERÍA DE 18 PLACAS,8,100,800,3
1525,2024-03-25,149,2,7,AUTO HONDA CITY 2016,1,36301,36301,1
1554,2024-03-25,1,2,40,AMORTIGUADORES DELANTEROS,5,241,1205,3
1548,2024-03-26,24,2,40,AMORTIGUADORES DELANTEROS,1,241,241,2
1524,2024-03-27,109,2,7,AUTO HONDA CITY 2016,1,36301,36301,2
1587,2024-03-27,178,2,43,BATERÍA DE 18 PLACAS,12,100,1200,1
1498,2024-03-28,142,1,2,AUTO HONDA CIVIC 2014,1,22305,22305,4
1505,2024-03-28,16,1,4,AUTO HONDA CRV 2014,1,29055,29055,2
1620,2024-04-01,101,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,114,570,2
1623,2024-04-01,167,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,15,114,1710,3
1595,2024-04-02,143,2,5,AUTO HONDA PILOT 2013,1,23097,23097,1
1607,2024-04-02,79,2,8,CAMIONETA HONDA ELEMENT 2013,1,29620,29620,3
1657,2024-04-05,2,2,42,"LLANTAS 18""",12,83,996,1
1622,2024-04-06,101,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,114,114,2
1626,2024-04-06,15,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,114,1938,2
1639,2024-04-06,64,2,40,AMORTIGUADORES DELANTEROS,19,319,6061,1
1617,2024-04-08,169,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,12,114,1368,2
1676,2024-04-08,195,1,43,BATERÍA DE 18 PLACAS,2,89,178,3
1601,2024-04-09,43,1,7,AUTO HONDA CITY 2016,1,30280,30280,1
1606,2024-04-09,71,2,8,CAMIONETA HONDA ELEMENT 2013,1,29620,29620,2
