id_producto,producto,mes,precio_compra,precio_venta
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-08-01,104,121
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-09-01,112,122
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-10-01,106,133
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-11-01,97,120
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-12-01,87,112
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-01-01,98,112
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-02-01,110,124
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-03-01,86,90
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-04-01,106,114
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-05-01,118,118
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-06-01,117,143
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-07-01,99,113
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-08-01,104,124
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-09-01,111,134
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-10-01,102,119
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-11-01,99,122
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2024-12-01,83,88
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-01-01,107,130
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-02-01,98,118
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-03-01,103,118
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-04-01,92,112
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-05-01,90,112
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-06-01,83,108
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-07-01,105,129
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-08-01,110,150
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-09-01,110,112
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-10-01,87,99
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-11-01,100,125
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2025-12-01,93,113
39,FILTRO DE COMBUSTIBLE,2022-12-01,92,105
39,FILTRO DE COMBUSTIBLE,2023-01-01,86,95
39,FILTRO DE COMBUSTIBLE,2023-02-01,86,95
39,FILTRO DE COMBUSTIBLE,2023-03-01,111,123
39,FILTRO DE COMBUSTIBLE,2023-04-01,126,157
39,FILTRO DE COMBUSTIBLE,2023-05-01,102,114
39,FILTRO DE COMBUSTIBLE,2023-06-01,107,122
39,FILTRO DE COMBUSTIBLE,2023-07-01,101,147
39,FILTRO DE COMBUSTIBLE,2023-08-01,99,130
39,FILTRO DE COMBUSTIBLE,2023-09-01,93,111
39,FILTRO DE COMBUSTIBLE,2023-10-01,118,134
39,FILTRO DE COMBUSTIBLE,2023-11-01,118,150
39,FILTRO DE COMBUSTIBLE,2023-12-01,94,119
39,FILTRO DE COMBUSTIBLE,2024-01-01,110,139
39,FILTRO DE COMBUSTIBLE,2024-02-01,84,95
39,FILTRO DE COMBUSTIBLE,2024-03-01,98,117
39,FILTRO DE COMBUSTIBLE,2024-04-01,106,129
39,FILTRO DE COMBUSTIBLE,2024-05-01,87,108
39,FILTRO DE COMBUSTIBLE,2024-06-01,106,133
39,FILTRO DE COMBUSTIBLE,2024-07-01,111,142
39,FILTRO DE COMBUSTIBLE,2024-08-01,105,125
39,FILTRO DE COMBUSTIBLE,2024-09-01,83,103
39,FILTRO DE COMBUSTIBLE,2024-10-01,102,125
39,FILTRO DE COMBUSTIBLE,2024-11-01,87,95
39,FILTRO DE COMBUSTIBLE,2024-12-01,111,133
39,FILTRO DE COMBUSTIBLE,2025-01-01,107,129
39,FILTRO DE COMBUSTIBLE,2025-02-01,100,129
39,FILTRO DE COMBUSTIBLE,2025-03-01,95,115
39,FILTRO DE COMBUSTIBLE,2025-04-01,95,110
39,FILTRO DE COMBUSTIBLE,2025-05-01,97,119
39,FILTRO DE COMBUSTIBLE,2025-06-01,95,126
39,FILTRO DE COMBUSTIBLE,2025-07-01,91,107
39,FILTRO DE COMBUSTIBLE,2025-08-01,96,129
39,FILTRO DE COMBUSTIBLE,2025-09-01,102,133
39,FILTRO DE COMBUSTIBLE,2025-10-01,85,104
39,FILTRO DE COMBUSTIBLE,2025-11-01,109,132
39,FILTRO DE COMBUSTIBLE,2025-12-01,111,127
40,AMORTIGUADORES DELANTEROS,2022-12-01,241,345
40,AMORTIGUADORES DELANTEROS,2023-01-01,215,248
40,AMORTIGUADORES DELANTEROS,2023-02-01,242,329
40,AMORTIGUADORES DELANTEROS,2023-03-01,212,245
40,AMORTIGUADORES DELANTEROS,2023-04-01,216,230
40,AMORTIGUADORES DELANTEROS,2023-05-01,206,227
40,AMORTIGUADORES DELANTEROS,2023-06-01,208,249
40,AMORTIGUADORES DELANTEROS,2023-07-01,224,304
40,AMORTIGUADORES DELANTEROS,2023-08-01,205,266
40,AMORTIGUADORES DELANTEROS,2023-09-01,217,259
40,AMORTIGUADORES DELANTEROS,2023-10-01,230,250
40,AMORTIGUADORES DELANTEROS,2023-11-01,226,275
40,AMORTIGUADORES DELANTEROS,2023-12-01,227,279
40,AMORTIGUADORES DELANTEROS,2024-01-01,257,292
40,AMORTIGUADORES DELANTEROS,2024-02-01,212,241
40,AMORTIGUADORES DELANTEROS,2024-03-01,212,241
40,AMORTIGUADORES DELANTEROS,2024-04-01,238,319
40,AMORTIGUADORES DELANTEROS,2024-05-01,211,236
40,AMORTIGUADORES DELANTEROS,2024-06-01,227,260
40,AMORTIGUADORES DELANTEROS,2024-07-01,229,279
40,AMORTIGUADORES DELANTEROS,2024-08-01,197,267
40,AMORTIGUADORES DELANTEROS,2024-09-01,247,281
40,AMORTIGUADORES DELANTEROS,2024-10-01,214,263
40,AMORTIGUADORES DELANTEROS,2024-11-01,225,285
40,AMORTIGUADORES DELANTEROS,2024-12-01,250,296
40,AMORTIGUADORES DELANTEROS,2025-01-01,208,221
40,AMORTIGUADORES DELANTEROS,2025-02-01,209,250
40,AMORTIGUADORES DELANTEROS,2025-03-01,247,284
40,AMORTIGUADORES DELANTEROS,2025-04-01,223,267
40,AMORTIGUADORES DELANTEROS,2025-05-01,238,346
40,AMORTIGUADORES DELANTEROS,2025-06-01,212,244
40,AMORTIGUADORES DELANTEROS,2025-07-01,236,299
40,AMORTIGUADORES DELANTEROS,2025-08-01,248,312
40,AMORTIGUADORES DELANTEROS,2025-09-01,215,271
40,AMORTIGUADORES DELANTEROS,2025-10-01,237,304
40,AMORTIGUADORES DELANTEROS,2025-11-01,228,298
40,AMORTIGUADORES DELANTEROS,2025-12-01,238,318
41,AMORTIGUADORES POSTERIORES,2022-12-01,96,114
41,AMORTIGUADORES POSTERIORES,2023-01-01,91,120
41,AMORTIGUADORES POSTERIORES,2023-02-01,82,101
41,AMORTIGUADORES POSTERIORES,2023-03-01,86,103
41,AMORTIGUADORES POSTERIORES,2023-04-01,103,126
41,AMORTIGUADORES POSTERIORES,2023-05-01,90,96
41,AMORTIGUADORES POSTERIORES,2023-06-01,97,123
41,AMORTIGUADORES POSTERIORES,2023-07-01,112,131
41,AMORTIGUADORES POSTERIORES,2023-08-01,92,113
41,AMORTIGUADORES POSTERIORES,2023-09-01,106,126
41,AMORTIGUADORES POSTERIORES,2023-10-01,93,117
41,AMORTIGUADORES POSTERIORES,2023-11-01,92,106
41,AMORTIGUADORES POSTERIORES,2023-12-01,92,120
41,AMORTIGUADORES POSTERIORES,2024-01-01,80,97
41,AMORTIGUADORES POSTERIORES,2024-02-01,83,110
41,AMORTIGUADORES POSTERIORES,2024-03-01,75,86
41,AMORTIGUADORES POSTERIORES,2024-04-01,94,128
41,AMORTIGUADORES POSTERIORES,2024-05-01,89,102
41,AMORTIGUADORES POSTERIORES,2024-06-01,109,115
41,AMORTIGUADORES POSTERIORES,2024-07-01,68,85
41,AMORTIGUADORES POSTERIORES,2024-08-01,85,93
41,AMORTIGUADORES POSTERIORES,2024-09-01,97,119
41,AMORTIGUADORES POSTERIORES,2024-10-01,84,90
41,AMORTIGUADORES POSTERIORES,2024-11-01,99,125
41,AMORTIGUADORES POSTERIORES,2024-12-01,89,123
41,AMORTIGUADORES POSTERIORES,2025-01-01,79,83
41,AMORTIGUADORES POSTERIORES,2025-02-01,83,99
41,AMORTIGUADORES POSTERIORES,2025-03-01,92,108
41,AMORTIGUADORES POSTERIORES,2025-04-01,94,101
41,AMORTIGUADORES POSTERIORES,2025-05-01,104,124
41,AMORTIGUADORES POSTERIORES,2025-06-01,101,125
41,AMORTIGUADORES POSTERIORES,2025-07-01,95,119
41,AMORTIGUADORES POSTERIORES,2025-08-01,94,119
41,AMORTIGUADORES POSTERIORES,2025-09-01,103,126
41,AMORTIGUADORES POSTERIORES,2025-10-01,97,116
41,AMORTIGUADORES POSTERIORES,2025-11-01,104,118
41,AMORTIGUADORES POSTERIORES,2025-12-01,108,129
42,"LLANTAS 18""",2022-12-01,46,56
42,"LLANTAS 18""",2023-01-01,53,68
42,"LLANTAS 18""",2023-02-01,53,61
42,"LLANTAS 18""",2023-03-01,41,47
42,"LLANTAS 18""",2023-04-01,36,37
42,"LLANTAS 18""",2023-05-01,68,87
42,"LLANTAS 18""",2023-06-01,64,71
42,"LLANTAS 18""",2023-07-01,60,72
42,"LLANTAS 18""",2023-08-01,48,65
42,"LLANTAS 18""",2023-09-01,69,81
42,"LLANTAS 18""",2023-10-01,60,73
42,"LLANTAS 18""",2023-11-01,40,47
42,"LLANTAS 18""",2023-12-01,53,58
42,"LLANTAS 18""",2024-01-01,57,79
42,"LLANTAS 18""",2024-02-01,66,75
42,"LLANTAS 18""",2024-03-01,66,88
42,"LLANTAS 18""",2024-04-01,69,83
42,"LLANTAS 18""",2024-05-01,54,69
42,"LLANTAS 18""",2024-06-01,64,83
42,"LLANTAS 18""",2024-07-01,66,86
42,"LLANTAS 18""",2024-08-01,55,73
42,"LLANTAS 18""",2024-09-01,62,87
42,"LLANTAS 18""",2024-10-01,53,73
42,"LLANTAS 18""",2024-11-01,62,70
42,"LLANTAS 18""",2024-12-01,55,64
42,"LLANTAS 18""",2025-01-01,64,80
42,"LLANTAS 18""",2025-02-01,54,65
42,"LLANTAS 18""",2025-03-01,81,111
42,"LLANTAS 18""",2025-04-01,64,77
42,"LLANTAS 18""",2025-05-01,61,77
42,"LLANTAS 18""",2025-06-01,50,59
42,"LLANTAS 18""",2025-07-01,43,53
42,"LLANTAS 18""",2025-08-01,66,76
42,"LLANTAS 18""",2025-09-01,76,82
42,"LLANTAS 18""",2025-10-01,45,55
42,"LLANTAS 18""",2025-11-01,70,96
42,"LLANTAS 18""",2025-12-01,55,72
43,BATERÍA DE 18 PLACAS,2022-12-01,90,106
43,BATERÍA DE 18 PLACAS,2023-01-01,99,125
43,BATERÍA DE 18 PLACAS,2023-02-01,74,100
43,BATERÍA DE 18 PLACAS,2023-03-01,104,118
43,BATERÍA DE 18 PLACAS,2023-04-01,94,117
43,BATERÍA DE 18 PLACAS,2023-05-01,93,106
43,BATERÍA DE 18 PLACAS,2023-06-01,83,99
43,BATERÍA DE 18 PLACAS,2023-07-01,102,128
43,BATERÍA DE 18 PLACAS,2023-08-01,86,110
43,BATERÍA DE 18 PLACAS,2023-09-01,62,82
43,BATERÍA DE 18 PLACAS,2023-10-01,73,85
43,BATERÍA DE 18 PLACAS,2023-11-01,79,85
43,BATERÍA DE 18 PLACAS,2023-12-01,102,118
43,BATERÍA DE 18 PLACAS,2024-01-01,93,111
43,BATERÍA DE 18 PLACAS,2024-02-01,95,115
43,BATERÍA DE 18 PLACAS,2024-03-01,77,100
43,BATERÍA DE 18 PLACAS,2024-04-01,85,89
43,BATERÍA DE 18 PLACAS,2024-05-01,86,116
43,BATERÍA DE 18 PLACAS,2024-06-01,99,115
43,BATERÍA DE 18 PLACAS,2024-07-01,87,102
43,BATERÍA DE 18 PLACAS,2024-08-01,111,137
43,BATERÍA DE 18 PLACAS,2024-09-01,94,122
43,BATERÍA DE 18 PLACAS,2024-10-01,92,108
43,BATERÍA DE 18 PLACAS,2024-11-01,88,105
43,BATERÍA DE 18 PLACAS,2024-12-01,90,115
43,BATERÍA DE 18 PLACAS,2025-01-01,91,116
43,BATERÍA DE 18 PLACAS,2025-02-01,89,107
43,BATERÍA DE 18 PLACAS,2025-03-01,70,90
43,BATERÍA DE 18 PLACAS,2025-04-01,93,121
43,BATERÍA DE 18 PLACAS,2025-05-01,61,86
43,BATERÍA DE 18 PLACAS,2025-06-01,89,117
43,BATERÍA DE 18 PLACAS,2025-07-01,80,101
43,BATERÍA DE 18 PLACAS,2025-08-01,79,90
43,BATERÍA DE 18 PLACAS,2025-09-01,109,129
43,BATERÍA DE 18 PLACAS,2025-10-01,92,118
43,BATERÍA DE 18 PLACAS,2025-11-01,95,115
43,BATERÍA DE 18 PLACAS,2025-12-01,94,135
