id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto
283,2023-09-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040
284,2023-09-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,103,103
285,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
286,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950
287,2023-09-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,54,540
288,2023-09-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400
289,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,17500,35000
290,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500
291,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000
292,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,16500,33000
293,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000
294,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18000,54000
295,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,13500,54000
296,2023-09-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040
297,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,103,103
298,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
299,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950
300,2023-09-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540
301,2023-09-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400
302,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,17500,17500
303,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,19500,58500
304,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18000,72000
305,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000
306,2023-09-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040
307,2023-09-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,103,103
308,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
309,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950
310,2023-09-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",9,54,486
311,2023-09-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400
312,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
313,2023-10-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,109,109
314,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
315,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
316,2023-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
317,2023-10-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
318,2023-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
319,2023-10-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,109,109
320,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
321,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
322,2023-10-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570
323,2023-10-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
324,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500
325,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500
326,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000
327,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,13500,27000
328,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000
329,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18000,90000
330,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,14500,72500
331,2023-10-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
332,2023-10-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,109,109
333,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
334,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
335,2023-10-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570
336,2023-10-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
337,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,16500,66000
338,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500
339,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,19000,76000
340,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,13500,27000
341,2023-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020
342,2023-10-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,109,109
343,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
344,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
345,2023-10-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570
346,2023-10-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
347,2023-11-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
348,2023-11-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108
349,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
350,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
351,2023-11-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
352,2023-11-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380
353,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
354,2023-11-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,108,108
355,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
356,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
357,2023-11-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
358,2023-11-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380
359,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,16000,48000
360,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,20000,60000
361,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,19000,76000
362,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,13500,40500
363,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500
364,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,16500,66000
365,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16500,82500
366,2023-11-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060
367,2023-11-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108
368,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410
369,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
370,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
371,2023-11-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380
372,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16000,16000
373,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
374,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19000,19000
375,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,13500,13500
376,2023-11-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,106,848
377,2023-11-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,108,108
378,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410
379,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
380,2023-11-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
381,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380
382,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180
383,2023-12-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,93,93
384,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
385,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980
386,2023-12-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
387,2023-12-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495
388,2023-12-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180
389,2023-12-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,93,93
390,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
391,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980
392,2023-12-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
393,2023-12-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,99,495
394,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
395,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16000,16000
396,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500
397,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,16500,82500
398,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17500,87500
399,2023-12-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180
400,2023-12-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,93,93
401,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
402,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980
403,2023-12-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
404,2023-12-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495
405,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
406,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,16000,32000
407,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000
408,2023-12-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180
409,2023-12-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,93,93
410,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
411,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980
412,2023-12-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
413,2023-12-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,99,495
414,2024-01-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
415,2024-01-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,117,117
416,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
417,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
418,2024-01-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
419,2024-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450
420,2024-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
421,2024-01-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,117,117
422,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170
423,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
424,2024-01-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
425,2024-01-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450
426,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,19000,19000
427,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
428,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,17000,68000
429,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,18000,54000
430,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18500,92500
431,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000
432,2024-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
433,2024-01-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,117,117
434,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
435,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050
436,2024-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
437,2024-01-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450
438,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,19000,38000
439,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,21000,21000
440,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000
441,2024-01-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
442,2024-01-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,117,117
443,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170
444,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050
445,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
446,2024-01-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450
447,2024-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
448,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190
449,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
450,2024-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490
451,2024-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465
452,2024-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
453,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190
454,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
455,2024-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490
456,2024-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465
457,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500
458,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,18000,54000
459,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,16500,33000
460,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000
461,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000
462,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,18000,72000
463,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000
464,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
465,2024-02-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,105,105
466,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190
467,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,7,102,714
468,2024-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490
469,2024-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465
470,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16500,16500
471,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,18000,36000
472,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,16500,49500
473,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000
474,2024-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190
475,2024-02-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,105,105
476,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190
477,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,8,102,816
478,2024-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490
479,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465
480,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
481,2024-03-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,90,90
482,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220
483,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740
484,2024-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
485,2024-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
486,2024-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
487,2024-03-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,90,90
488,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220
489,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,74,740
490,2024-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
491,2024-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
492,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,20500,41000
493,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
494,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,14000,28000
495,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,20000,60000
496,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17000,51000
497,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,15500,77500
498,2024-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,3,18500,55500
499,2024-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
500,2024-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,90,90
501,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220
502,2024-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740
503,2024-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
504,2024-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
505,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,18000,18000
506,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,14000,14000
507,2024-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,20000,60000
508,2024-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
509,2024-03-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,90,90
510,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220
511,2024-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,74,740
512,2024-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",8,62,496
513,2024-03-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
514,2024-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
515,2024-04-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,99,99
516,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060
517,2024-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
518,2024-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660
519,2024-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
520,2024-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
521,2024-04-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,99,99
522,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,206,2060
523,2024-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
524,2024-04-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,66,660
525,2024-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
526,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,20500,61500
527,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,18000,18000
528,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,14500,14500
529,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20500,102500
530,2024-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16500,33000
531,2024-04-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
532,2024-04-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,99,99
533,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,206,2060
534,2024-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
535,2024-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,66,660
536,2024-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455
537,2024-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,20500,61500
538,2024-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,18000,18000
539,2024-04-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880
540,2024-04-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,99,99
541,2024-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,206,2060
542,2024-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
543,2024-04-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,66,660
544,2024-04-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455
545,2024-05-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
546,2024-05-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,102,102
547,2024-05-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,234,2340
548,2024-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,76,760
549,2024-05-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
550,2024-05-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
551,2024-05-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
552,2024-05-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,102,102
553,2024-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,234,2340
554,2024-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,76,760
555,2024-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
556,2024-05-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
557,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,4,20500,82000
558,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18000,36000
559,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000
560,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,20500,61500
561,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16500,33000
562,2024-05-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,17000,68000
563,2024-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,94,940
564,2024-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,102,102
565,2024-05-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,234,2340
566,2024-05-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,76,760
