Fecha,Almacen,ID_Prod,Producto,Stock
2023-09-30,SURCO,40,AMORT DEL,0
2023-09-30,SURCO,41,AMORT POS,0
2023-09-30,SURCO,42,LLANTAS,0
2023-09-30,SURCO,43,BATERIA,0
2023-09-30,LA MOLINA,1,ACCORD,2
2023-09-30,LA MOLINA,2,CIVIC,2
2023-09-30,LA MOLINA,3,ODISSEY,2
2023-09-30,LA MOLINA,4,CRV,2
2023-09-30,LA MOLINA,5,PILOT,2
2023-09-30,LA MOLINA,6,FIT,2
2023-09-30,LA MOLINA,7,CITY,2
2023-09-30,LA MOLINA,8,ELEMENT,2
2023-09-30,LA MOLINA,9,CROSSTOUR,2
2023-09-30,LA MOLINA,10,CR-Z,2
2023-09-30,LA MOLINA,11,RID LINE,2
2023-09-30,LA MOLINA,38,ACEITE,0
2023-09-30,LA MOLINA,39,FILTRO,35
2023-09-30,LA MOLINA,40,AMORT DEL,0
2023-09-30,LA MOLINA,41,AMORT POS,0
2023-09-30,LA MOLINA,42,LLANTAS,0
2023-09-30,LA MOLINA,43,BATERIA,0
2023-10-14,SURCO,1,ACCORD,4
2023-10-14,SURCO,2,CIVIC,4
2023-10-14,SURCO,3,ODISSEY,4
2023-10-14,SURCO,4,CRV,4
2023-10-14,SURCO,5,PILOT,4
2023-10-14,SURCO,6,FIT,4
2023-10-14,SURCO,7,CITY,4
2023-10-14,SURCO,8,ELEMENT,4
2023-10-14,SURCO,9,CROSSTOUR,4
2023-10-14,SURCO,10,CR-Z,4
2023-10-14,SURCO,11,RID LINE,4
2023-10-14,SURCO,38,ACEITE,0
2023-10-14,SURCO,39,FILTRO,14
2023-10-14,SURCO,40,AMORT DEL,0
2023-10-14,SURCO,41,AMORT POS,0
2023-10-14,SURCO,42,LLANTAS,0
2023-10-14,SURCO,43,BATERIA,0
2023-10-14,LA MOLINA,1,ACCORD,2
2023-10-14,LA MOLINA,2,CIVIC,2
2023-10-14,LA MOLINA,3,ODISSEY,2
2023-10-14,LA MOLINA,4,CRV,2
2023-10-14,LA MOLINA,5,PILOT,2
2023-10-14,LA MOLINA,6,FIT,2
2023-10-14,LA MOLINA,7,CITY,2
2023-10-14,LA MOLINA,8,ELEMENT,2
2023-10-14,LA MOLINA,9,CROSSTOUR,2
2023-10-14,LA MOLINA,10,CR-Z,2
2023-10-14,LA MOLINA,11,RID LINE,2
2023-10-14,LA MOLINA,38,ACEITE,0
2023-10-14,LA MOLINA,39,FILTRO,19
2023-10-14,LA MOLINA,40,AMORT DEL,0
2023-10-14,LA MOLINA,41,AMORT POS,0
2023-10-14,LA MOLINA,42,LLANTAS,0
2023-10-14,LA MOLINA,43,BATERIA,0
2023-10-31,SURCO,1,ACCORD,4
2023-10-31,SURCO,2,CIVIC,4
2023-10-31,SURCO,3,ODISSEY,4
2023-10-31,SURCO,4,CRV,4
2023-10-31,SURCO,5,PILOT,4
2023-10-31,SURCO,6,FIT,4
2023-10-31,SURCO,7,CITY,4
2023-10-31,SURCO,8,ELEMENT,4
2023-10-31,SURCO,9,CROSSTOUR,4
2023-10-31,SURCO,10,CR-Z,4
2023-10-31,SURCO,11,RID LINE,4
2023-10-31,SURCO,38,ACEITE,0
2023-10-31,SURCO,39,FILTRO,0
2023-10-31,SURCO,40,AMORT DEL,0
2023-10-31,SURCO,41,AMORT POS,0
2023-10-31,SURCO,42,LLANTAS,0
2023-10-31,SURCO,43,BATERIA,0
2023-10-31,LA MOLINA,1,ACCORD,2
2023-10-31,LA MOLINA,2,CIVIC,2
2023-10-31,LA MOLINA,3,ODISSEY,2
2023-10-31,LA MOLINA,4,CRV,2
2023-10-31,LA MOLINA,5,PILOT,2
2023-10-31,LA MOLINA,6,FIT,2
2023-10-31,LA MOLINA,7,CITY,2
2023-10-31,LA MOLINA,8,ELEMENT,2
2023-10-31,LA MOLINA,9,CROSSTOUR,2
2023-10-31,LA MOLINA,10,CR-Z,2
2023-10-31,LA MOLINA,11,RID LINE,2
2023-10-31,LA MOLINA,38,ACEITE,0
2023-10-31,LA MOLINA,39,FILTRO,6
2023-10-31,LA MOLINA,40,AMORT DEL,0
2023-10-31,LA MOLINA,41,AMORT POS,0
2023-10-31,LA MOLINA,42,LLANTAS,0
2023-10-31,LA MOLINA,43,BATERIA,0
2023-11-14,SURCO,1,ACCORD,4
2023-11-14,SURCO,2,CIVIC,4
2023-11-14,SURCO,3,ODISSEY,4
2023-11-14,SURCO,4,CRV,4
2023-11-14,SURCO,5,PILOT,4
2023-11-14,SURCO,6,FIT,4
2023-11-14,SURCO,7,CITY,4
2023-11-14,SURCO,8,ELEMENT,4
2023-11-14,SURCO,9,CROSSTOUR,4
2023-11-14,SURCO,10,CR-Z,4
2023-11-14,SURCO,11,RID LINE,4
2023-11-14,SURCO,38,ACEITE,0
2023-11-14,SURCO,39,FILTRO,14
2023-11-14,SURCO,40,AMORT DEL,0
2023-11-14,SURCO,41,AMORT POS,0
2023-11-14,SURCO,42,LLANTAS,0
2023-11-14,SURCO,43,BATERIA,0
2023-11-14,LA MOLINA,1,ACCORD,2
2023-11-14,LA MOLINA,2,CIVIC,2
2023-11-14,LA MOLINA,3,ODISSEY,2
2023-11-14,LA MOLINA,4,CRV,2
2023-11-14,LA MOLINA,5,PILOT,2
2023-11-14,LA MOLINA,6,FIT,2
2023-11-14,LA MOLINA,7,CITY,2
2023-11-14,LA MOLINA,8,ELEMENT,2
2023-11-14,LA MOLINA,9,CROSSTOUR,2
2023-11-14,LA MOLINA,10,CR-Z,2
2023-11-14,LA MOLINA,11,RID LINE,2
2023-11-14,LA MOLINA,38,ACEITE,0
2023-11-14,LA MOLINA,39,FILTRO,35
2023-11-14,LA MOLINA,40,AMORT DEL,0
2023-11-14,LA MOLINA,41,AMORT POS,0
2023-11-14,LA MOLINA,42,LLANTAS,0
2023-11-14,LA MOLINA,43,BATERIA,0
2023-11-30,SURCO,1,ACCORD,4
2023-11-30,SURCO,2,CIVIC,4
2023-11-30,SURCO,3,ODISSEY,4
2023-11-30,SURCO,4,CRV,4
2023-11-30,SURCO,5,PILOT,4
2023-11-30,SURCO,6,FIT,4
2023-11-30,SURCO,7,CITY,4
2023-11-30,SURCO,8,ELEMENT,4
2023-11-30,SURCO,9,CROSSTOUR,4
2023-11-30,SURCO,10,CR-Z,4
2023-11-30,SURCO,11,RID LINE,4
2023-11-30,SURCO,38,ACEITE,0
2023-11-30,SURCO,39,FILTRO,0
2023-11-30,SURCO,40,AMORT DEL,0
2023-11-30,SURCO,41,AMORT POS,0
2023-11-30,SURCO,42,LLANTAS,0
2023-11-30,SURCO,43,BATERIA,0
2023-11-30,LA MOLINA,1,ACCORD,2
2023-11-30,LA MOLINA,2,CIVIC,2
2023-11-30,LA MOLINA,3,ODISSEY,2
2023-11-30,LA MOLINA,4,CRV,2
2023-11-30,LA MOLINA,5,PILOT,2
2023-11-30,LA MOLINA,6,FIT,2
2023-11-30,LA MOLINA,7,CITY,2
2023-11-30,LA MOLINA,8,ELEMENT,2
2023-11-30,LA MOLINA,9,CROSSTOUR,2
2023-11-30,LA MOLINA,10,CR-Z,2
2023-11-30,LA MOLINA,11,RID LINE,2
2023-11-30,LA MOLINA,38,ACEITE,0
2023-11-30,LA MOLINA,39,FILTRO,0
2023-11-30,LA MOLINA,40,AMORT DEL,0
2023-11-30,LA MOLINA,41,AMORT POS,0
2023-11-30,LA MOLINA,42,LLANTAS,0
2023-11-30,LA MOLINA,43,BATERIA,0
2023-12-14,SURCO,1,ACCORD,4
2023-12-14,SURCO,2,CIVIC,4
2023-12-14,SURCO,3,ODISSEY,4
2023-12-14,SURCO,4,CRV,4
2023-12-14,SURCO,5,PILOT,4
2023-12-14,SURCO,6,FIT,4
2023-12-14,SURCO,7,CITY,4
2023-12-14,SURCO,8,ELEMENT,4
2023-12-14,SURCO,9,CROSSTOUR,4
2023-12-14,SURCO,10,CR-Z,4
2023-12-14,SURCO,11,RID LINE,4
2023-12-14,SURCO,38,ACEITE,0
2023-12-14,SURCO,39,FILTRO,14
2023-12-14,SURCO,40,AMORT DEL,0
2023-12-14,SURCO,41,AMORT POS,0
2023-12-14,SURCO,42,LLANTAS,0
2023-12-14,SURCO,43,BATERIA,0
2023-12-14,LA MOLINA,1,ACCORD,2
2023-12-14,LA MOLINA,2,CIVIC,2
2023-12-14,LA MOLINA,3,ODISSEY,2
2023-12-14,LA MOLINA,4,CRV,2
2023-12-14,LA MOLINA,5,PILOT,2
2023-12-14,LA MOLINA,6,FIT,2
2023-12-14,LA MOLINA,7,CITY,2
2023-12-14,LA MOLINA,8,ELEMENT,2
2023-12-14,LA MOLINA,9,CROSSTOUR,2
2023-12-14,LA MOLINA,10,CR-Z,2
2023-12-14,LA MOLINA,11,RID LINE,2
2023-12-14,LA MOLINA,38,ACEITE,0
2023-12-14,LA MOLINA,39,FILTRO,28
2023-12-14,LA MOLINA,40,AMORT DEL,0
2023-12-14,LA MOLINA,41,AMORT POS,0
2023-12-14,LA MOLINA,42,LLANTAS,0
2023-12-14,LA MOLINA,43,BATERIA,0
2023-12-31,SURCO,1,ACCORD,4
2023-12-31,SURCO,2,CIVIC,4
2023-12-31,SURCO,3,ODISSEY,4
2023-12-31,SURCO,4,CRV,4
2023-12-31,SURCO,5,PILOT,4
2023-12-31,SURCO,6,FIT,4
2023-12-31,SURCO,7,CITY,4
2023-12-31,SURCO,8,ELEMENT,4
2023-12-31,SURCO,9,CROSSTOUR,4
2023-12-31,SURCO,10,CR-Z,4
2023-12-31,SURCO,11,RID LINE,4
2023-12-31,SURCO,38,ACEITE,0
2023-12-31,SURCO,39,FILTRO,0
2023-12-31,SURCO,40,AMORT DEL,0
2023-12-31,SURCO,41,AMORT POS,0
2023-12-31,SURCO,42,LLANTAS,0
2023-12-31,SURCO,43,BATERIA,0
2023-12-31,LA MOLINA,1,ACCORD,2
2023-12-31,LA MOLINA,2,CIVIC,2
2023-12-31,LA MOLINA,3,ODISSEY,2
2023-12-31,LA MOLINA,4,CRV,2
2023-12-31,LA MOLINA,5,PILOT,2
2023-12-31,LA MOLINA,6,FIT,2
2023-12-31,LA MOLINA,7,CITY,2
2023-12-31,LA MOLINA,8,ELEMENT,2
2023-12-31,LA MOLINA,9,CROSSTOUR,2
2023-12-31,LA MOLINA,10,CR-Z,2
2023-12-31,LA MOLINA,11,RID LINE,2
2023-12-31,LA MOLINA,38,ACEITE,0
2023-12-31,LA MOLINA,39,FILTRO,35
2023-12-31,LA MOLINA,40,AMORT DEL,0
2023-12-31,LA MOLINA,41,AMORT POS,0
2023-12-31,LA MOLINA,42,LLANTAS,0
2023-12-31,LA MOLINA,43,BATERIA,0
2024-01-14,SURCO,1,ACCORD,4
2024-01-14,SURCO,2,CIVIC,4
2024-01-14,SURCO,3,ODISSEY,4
2024-01-14,SURCO,4,CRV,4
2024-01-14,SURCO,5,PILOT,4
2024-01-14,SURCO,6,FIT,4
2024-01-14,SURCO,7,CITY,4
2024-01-14,SURCO,8,ELEMENT,4
2024-01-14,SURCO,9,CROSSTOUR,4
2024-01-14,SURCO,10,CR-Z,4
2024-01-14,SURCO,11,RID LINE,4
2024-01-14,SURCO,38,ACEITE,0
2024-01-14,SURCO,39,FILTRO,2
2024-01-14,SURCO,40,AMORT DEL,0
2024-01-14,SURCO,41,AMORT POS,0
2024-01-14,SURCO,42,LLANTAS,0
2024-01-14,SURCO,43,BATERIA,0
2024-01-14,LA MOLINA,1,ACCORD,2
2024-01-14,LA MOLINA,2,CIVIC,2
2024-01-14,LA MOLINA,3,ODISSEY,2
2024-01-14,LA MOLINA,4,CRV,2
2024-01-14,LA MOLINA,5,PILOT,2
2024-01-14,LA MOLINA,6,FIT,2
2024-01-14,LA MOLINA,7,CITY,2
2024-01-14,LA MOLINA,8,ELEMENT,2
2024-01-14,LA MOLINA,9,CROSSTOUR,2
2024-01-14,LA MOLINA,10,CR-Z,2
2024-01-14,LA MOLINA,11,RID LINE,2
2024-01-14,LA MOLINA,38,ACEITE,0
2024-01-14,LA MOLINA,39,FILTRO,21
2024-01-14,LA MOLINA,40,AMORT DEL,0
2024-01-14,LA MOLINA,41,AMORT POS,0
2024-01-14,LA MOLINA,42,LLANTAS,0
2024-01-14,LA MOLINA,43,BATERIA,0
2024-01-31,SURCO,1,ACCORD,4
2024-01-31,SURCO,2,CIVIC,4
2024-01-31,SURCO,3,ODISSEY,4
2024-01-31,SURCO,4,CRV,4
2024-01-31,SURCO,5,PILOT,4
2024-01-31,SURCO,6,FIT,4
2024-01-31,SURCO,7,CITY,4
2024-01-31,SURCO,8,ELEMENT,4
2024-01-31,SURCO,9,CROSSTOUR,4
2024-01-31,SURCO,10,CR-Z,4
2024-01-31,SURCO,11,RID LINE,4
2024-01-31,SURCO,38,ACEITE,0
2024-01-31,SURCO,39,FILTRO,0
2024-01-31,SURCO,40,AMORT DEL,0
2024-01-31,SURCO,41,AMORT POS,0
2024-01-31,SURCO,42,LLANTAS,0
2024-01-31,SURCO,43,BATERIA,0
2024-01-31,LA MOLINA,1,ACCORD,2
2024-01-31,LA MOLINA,2,CIVIC,2
2024-01-31,LA MOLINA,3,ODISSEY,2
2024-01-31,LA MOLINA,4,CRV,2
2024-01-31,LA MOLINA,5,PILOT,2
2024-01-31,LA MOLINA,6,FIT,2
2024-01-31,LA MOLINA,7,CITY,2
2024-01-31,LA MOLINA,8,ELEMENT,2
2024-01-31,LA MOLINA,9,CROSSTOUR,2
2024-01-31,LA MOLINA,10,CR-Z,2
2024-01-31,LA MOLINA,11,RID LINE,2
2024-01-31,LA MOLINA,38,ACEITE,0
2024-01-31,LA MOLINA,39,FILTRO,0
2024-01-31,LA MOLINA,40,AMORT DEL,0
2024-01-31,LA MOLINA,41,AMORT POS,0
2024-01-31,LA MOLINA,42,LLANTAS,0
2024-01-31,LA MOLINA,43,BATERIA,0
2024-02-14,SURCO,1,ACCORD,4
2024-02-14,SURCO,2,CIVIC,4
2024-02-14,SURCO,3,ODISSEY,4
2024-02-14,SURCO,4,CRV,4
2024-02-14,SURCO,5,PILOT,4
2024-02-14,SURCO,6,FIT,4
2024-02-14,SURCO,7,CITY,4
2024-02-14,SURCO,8,ELEMENT,4
2024-02-14,SURCO,9,CROSSTOUR,4
2024-02-14,SURCO,10,CR-Z,4
2024-02-14,SURCO,11,RID LINE,4
2024-02-14,SURCO,38,ACEITE,0
2024-02-14,SURCO,39,FILTRO,11
2024-02-14,SURCO,40,AMORT DEL,0
2024-02-14,SURCO,41,AMORT POS,0
2024-02-14,SURCO,42,LLANTAS,0
2024-02-14,SURCO,43,BATERIA,0
2024-02-14,LA MOLINA,1,ACCORD,2
2024-02-14,LA MOLINA,2,CIVIC,2
2024-02-14,LA MOLINA,3,ODISSEY,2
2024-02-14,LA MOLINA,4,CRV,2
2024-02-14,LA MOLINA,5,PILOT,2
2024-02-14,LA MOLINA,6,FIT,2
2024-02-14,LA MOLINA,7,CITY,2
2024-02-14,LA MOLINA,8,ELEMENT,2
2024-02-14,LA MOLINA,9,CROSSTOUR,2
2024-02-14,LA MOLINA,10,CR-Z,2
2024-02-14,LA MOLINA,11,RID LINE,2
2024-02-14,LA MOLINA,38,ACEITE,0
2024-02-14,LA MOLINA,39,FILTRO,35
2024-02-14,LA MOLINA,40,AMORT DEL,0
2024-02-14,LA MOLINA,41,AMORT POS,0
2024-02-14,LA MOLINA,42,LLANTAS,0
2024-02-14,LA MOLINA,43,BATERIA,0
2024-02-29,SURCO,1,ACCORD,4
2024-02-29,SURCO,2,CIVIC,4
2024-02-29,SURCO,3,ODISSEY,4
2024-02-29,SURCO,4,CRV,4
2024-02-29,SURCO,5,PILOT,4
2024-02-29,SURCO,6,FIT,4
2024-02-29,SURCO,7,CITY,4
2024-02-29,SURCO,8,ELEMENT,4
2024-02-29,SURCO,9,CROSSTOUR,4
2024-02-29,SURCO,10,CR-Z,4
2024-02-29,SURCO,11,RID LINE,4
2024-02-29,SURCO,38,ACEITE,0
2024-02-29,SURCO,39,FILTRO,0
2024-02-29,SURCO,40,AMORT DEL,0
2024-02-29,SURCO,41,AMORT POS,0
2024-02-29,SURCO,42,LLANTAS,0
2024-02-29,SURCO,43,BATERIA,0
2024-02-29,LA MOLINA,1,ACCORD,2
2024-02-29,LA MOLINA,2,CIVIC,2
2024-02-29,LA MOLINA,3,ODISSEY,2
2024-02-29,LA MOLINA,4,CRV,2
2024-02-29,LA MOLINA,5,PILOT,2
2024-02-29,LA MOLINA,6,FIT,2
2024-02-29,LA MOLINA,7,CITY,2
2024-02-29,LA MOLINA,8,ELEMENT,2
2024-02-29,LA MOLINA,9,CROSSTOUR,2
2024-02-29,LA MOLINA,10,CR-Z,2
2024-02-29,LA MOLINA,11,RID LINE,2
2024-02-29,LA MOLINA,38,ACEITE,0
2024-02-29,LA MOLINA,39,FILTRO,0
2024-02-29,LA MOLINA,40,AMORT DEL,0
2024-02-29,LA MOLINA,41,AMORT POS,0
2024-02-29,LA MOLINA,42,LLANTAS,0
2024-02-29,LA MOLINA,43,BATERIA,0
2024-03-14,SURCO,1,ACCORD,4
2024-03-14,SURCO,2,CIVIC,4
2024-03-14,SURCO,3,ODISSEY,4
2024-03-14,SURCO,4,CRV,4
2024-03-14,SURCO,5,PILOT,4
2024-03-14,SURCO,6,FIT,4
2024-03-14,SURCO,7,CITY,4
2024-03-14,SURCO,8,ELEMENT,4
2024-03-14,SURCO,9,CROSSTOUR,4
2024-03-14,SURCO,10,CR-Z,4
2024-03-14,SURCO,11,RID LINE,4
2024-03-14,SURCO,38,ACEITE,0
2024-03-14,SURCO,39,FILTRO,14
2024-03-14,SURCO,40,AMORT DEL,0
2024-03-14,SURCO,41,AMORT POS,0
2024-03-14,SURCO,42,LLANTAS,0
2024-03-14,SURCO,43,BATERIA,0
2024-03-14,LA MOLINA,1,ACCORD,2
2024-03-14,LA MOLINA,2,CIVIC,2
2024-03-14,LA MOLINA,3,ODISSEY,2
2024-03-14,LA MOLINA,4,CRV,2
2024-03-14,LA MOLINA,5,PILOT,2
2024-03-14,LA MOLINA,6,FIT,2
2024-03-14,LA MOLINA,7,CITY,2
2024-03-14,LA MOLINA,8,ELEMENT,2
2024-03-14,LA MOLINA,9,CROSSTOUR,2
2024-03-14,LA MOLINA,10,CR-Z,2
2024-03-14,LA MOLINA,11,RID LINE,2
2024-03-14,LA MOLINA,38,ACEITE,0
2024-03-14,LA MOLINA,39,FILTRO,35
2024-03-14,LA MOLINA,40,AMORT DEL,0
2024-03-14,LA MOLINA,41,AMORT POS,0
2024-03-14,LA MOLINA,42,LLANTAS,0
2024-03-14,LA MOLINA,43,BATERIA,0
2024-03-31,SURCO,1,ACCORD,4
2024-03-31,SURCO,2,CIVIC,4
2024-03-31,SURCO,3,ODISSEY,4
2024-03-31,SURCO,4,CRV,4
2024-03-31,SURCO,5,PILOT,4
2024-03-31,SURCO,6,FIT,4
2024-03-31,SURCO,7,CITY,4
2024-03-31,SURCO,8,ELEMENT,4
2024-03-31,SURCO,9,CROSSTOUR,4
2024-03-31,SURCO,10,CR-Z,4
2024-03-31,SURCO,11,RID LINE,4
2024-03-31,SURCO,38,ACEITE,0
2024-03-31,SURCO,39,FILTRO,14
2024-03-31,SURCO,40,AMORT DEL,0
2024-03-31,SURCO,41,AMORT POS,0
2024-03-31,SURCO,42,LLANTAS,0
2024-03-31,SURCO,43,BATERIA,0
2024-03-31,LA MOLINA,1,ACCORD,2
2024-03-31,LA MOLINA,2,CIVIC,2
2024-03-31,LA MOLINA,3,ODISSEY,2
2024-03-31,LA MOLINA,4,CRV,2
2024-03-31,LA MOLINA,5,PILOT,2
2024-03-31,LA MOLINA,6,FIT,2
2024-03-31,LA MOLINA,7,CITY,2
2024-03-31,LA MOLINA,8,ELEMENT,2
2024-03-31,LA MOLINA,9,CROSSTOUR,2
2024-03-31,LA MOLINA,10,CR-Z,2
2024-03-31,LA MOLINA,11,RID LINE,2
2024-03-31,LA MOLINA,38,ACEITE,0
2024-03-31,LA MOLINA,39,FILTRO,35
2024-03-31,LA MOLINA,40,AMORT DEL,0
2024-03-31,LA MOLINA,41,AMORT POS,0
2024-03-31,LA MOLINA,42,LLANTAS,0
2024-03-31,LA MOLINA,43,BATERIA,0
2024-04-14,SURCO,1,ACCORD,4
2024-04-14,SURCO,2,CIVIC,4
2024-04-14,SURCO,3,ODISSEY,4
2024-04-14,SURCO,4,CRV,4
2024-04-14,SURCO,5,PILOT,4
2024-04-14,SURCO,6,FIT,4
2024-04-14,SURCO,7,CITY,4
2024-04-14,SURCO,8,ELEMENT,4
2024-04-14,SURCO,9,CROSSTOUR,4
2024-04-14,SURCO,10,CR-Z,4
2024-04-14,SURCO,11,RID LINE,4
2024-04-14,SURCO,38,ACEITE,0
2024-04-14,SURCO,39,FILTRO,0
2024-04-14,SURCO,40,AMORT DEL,0
2024-04-14,SURCO,41,AMORT POS,0
2024-04-14,SURCO,42,LLANTAS,0
2024-04-14,SURCO,43,BATERIA,0
2024-04-14,LA MOLINA,1,ACCORD,2
2024-04-14,LA MOLINA,2,CIVIC,2
2024-04-14,LA MOLINA,3,ODISSEY,2
2024-04-14,LA MOLINA,4,CRV,2
2024-04-14,LA MOLINA,5,PILOT,2
2024-04-14,LA MOLINA,6,FIT,2
2024-04-14,LA MOLINA,7,CITY,2
2024-04-14,LA MOLINA,8,ELEMENT,2
2024-04-14,LA MOLINA,9,CROSSTOUR,2
2024-04-14,LA MOLINA,10,CR-Z,2
2024-04-14,LA MOLINA,11,RID LINE,2
2024-04-14,LA MOLINA,38,ACEITE,0
2024-04-14,LA MOLINA,39,FILTRO,16
2024-04-14,LA MOLINA,40,AMORT DEL,0
2024-04-14,LA MOLINA,41,AMORT POS,0
2024-04-14,LA MOLINA,42,LLANTAS,0
2024-04-14,LA MOLINA,43,BATERIA,11
2024-04-30,SURCO,1,ACCORD,4
2024-04-30,SURCO,2,CIVIC,4
2024-04-30,SURCO,3,ODISSEY,4
2024-04-30,SURCO,4,CRV,4
2024-04-30,SURCO,5,PILOT,4
2024-04-30,SURCO,6,FIT,4
2024-04-30,SURCO,7,CITY,4
2024-04-30,SURCO,8,ELEMENT,4
2024-04-30,SURCO,9,CROSSTOUR,4
2024-04-30,SURCO,10,CR-Z,4
2024-04-30,SURCO,11,RID LINE,4
2024-04-30,SURCO,38,ACEITE,0
2024-04-30,SURCO,39,FILTRO,8
2024-04-30,SURCO,40,AMORT DEL,0
2024-04-30,SURCO,41,AMORT POS,0
2024-04-30,SURCO,42,LLANTAS,0
2024-04-30,SURCO,43,BATERIA,0
2024-04-30,LA MOLINA,1,ACCORD,2
2024-04-30,LA MOLINA,2,CIVIC,2
2024-04-30,LA MOLINA,3,ODISSEY,2
2024-04-30,LA MOLINA,4,CRV,2
2024-04-30,LA MOLINA,5,PILOT,2
2024-04-30,LA MOLINA,6,FIT,2
2024-04-30,LA MOLINA,7,CITY,2
2024-04-30,LA MOLINA,8,ELEMENT,2
2024-04-30,LA MOLINA,9,CROSSTOUR,2
2024-04-30,LA MOLINA,10,CR-Z,2
2024-04-30,LA MOLINA,11,RID LINE,2
2024-04-30,LA MOLINA,38,ACEITE,0
2024-04-30,LA MOLINA,39,FILTRO,0
2024-04-30,LA MOLINA,40,AMORT DEL,0
2024-04-30,LA MOLINA,41,AMORT POS,0
2024-04-30,LA MOLINA,42,LLANTAS,0
2024-04-30,LA MOLINA,43,BATERIA,0
2024-05-14,SURCO,1,ACCORD,4
2024-05-14,SURCO,2,CIVIC,4
2024-05-14,SURCO,3,ODISSEY,4
2024-05-14,SURCO,4,CRV,4
2024-05-14,SURCO,5,PILOT,4
2024-05-14,SURCO,6,FIT,4
2024-05-14,SURCO,7,CITY,4
2024-05-14,SURCO,8,ELEMENT,4
2024-05-14,SURCO,9,CROSSTOUR,4
2024-05-14,SURCO,10,CR-Z,4
2024-05-14,SURCO,11,RID LINE,4
2024-05-14,SURCO,38,ACEITE,0
2024-05-14,SURCO,39,FILTRO,14
2024-05-14,SURCO,40,AMORT DEL,0
2024-05-14,SURCO,41,AMORT POS,0
2024-05-14,SURCO,42,LLANTAS,0
2024-05-14,SURCO,43,BATERIA,0
2024-05-14,LA MOLINA,1,ACCORD,2
2024-05-14,LA MOLINA,2,CIVIC,2
2024-05-14,LA MOLINA,3,ODISSEY,2
2024-05-14,LA MOLINA,4,CRV,2
2024-05-14,LA MOLINA,5,PILOT,2
2024-05-14,LA MOLINA,6,FIT,2
2024-05-14,LA MOLINA,7,CITY,2
2024-05-14,LA MOLINA,8,ELEMENT,2
2024-05-14,LA MOLINA,9,CROSSTOUR,2
2024-05-14,LA MOLINA,10,CR-Z,2
2024-05-14,LA MOLINA,11,RID LINE,2
2024-05-14,LA MOLINA,38,ACEITE,0
2024-05-14,LA MOLINA,39,FILTRO,35
2024-05-14,LA MOLINA,40,AMORT DEL,0
2024-05-14,LA MOLINA,41,AMORT POS,0
2024-05-14,LA MOLINA,42,LLANTAS,0
2024-05-14,LA MOLINA,43,BATERIA,0
2024-05-31,SURCO,1,ACCORD,4
2024-05-31,SURCO,2,CIVIC,4
2024-05-31,SURCO,3,ODISSEY,4
2024-05-31,SURCO,4,CRV,4
2024-05-31,SURCO,5,PILOT,4
2024-05-31,SURCO,6,FIT,4
2024-05-31,SURCO,7,CITY,4
2024-05-31,SURCO,8,ELEMENT,4
2024-05-31,SURCO,9,CROSSTOUR,4
2024-05-31,SURCO,10,CR-Z,4
2024-05-31,SURCO,11,RID LINE,4
2024-05-31,SURCO,38,ACEITE,0
2024-05-31,SURCO,39,FILTRO,14
2024-05-31,SURCO,40,AMORT DEL,0
2024-05-31,SURCO,41,AMORT POS,0
2024-05-31,SURCO,42,LLANTAS,0
2024-05-31,SURCO,43,BATERIA,0
2024-05-31,LA MOLINA,1,ACCORD,2
2024-05-31,LA MOLINA,2,CIVIC,2
2024-05-31,LA MOLINA,3,ODISSEY,2
2024-05-31,LA MOLINA,4,CRV,2
2024-05-31,LA MOLINA,5,PILOT,2
2024-05-31,LA MOLINA,6,FIT,2
2024-05-31,LA MOLINA,7,CITY,2
2024-05-31,LA MOLINA,8,ELEMENT,2
2024-05-31,LA MOLINA,9,CROSSTOUR,2
2024-05-31,LA MOLINA,10,CR-Z,2
2024-05-31,LA MOLINA,11,RID LINE,2
2024-05-31,LA MOLINA,38,ACEITE,0
2024-05-31,LA MOLINA,39,FILTRO,5
2024-05-31,LA MOLINA,40,AMORT DEL,0
2024-05-31,LA MOLINA,41,AMORT POS,0
2024-05-31,LA MOLINA,42,LLANTAS,0
2024-05-31,LA MOLINA,43,BATERIA,0
2024-06-14,SURCO,1,ACCORD,4
2024-06-14,SURCO,2,CIVIC,4
2024-06-14,SURCO,3,ODISSEY,4
2024-06-14,SURCO,4,CRV,4
2024-06-14,SURCO,5,PILOT,4
2024-06-14,SURCO,6,FIT,4
2024-06-14,SURCO,7,CITY,4
2024-06-14,SURCO,8,ELEMENT,4
2024-06-14,SURCO,9,CROSSTOUR,4
2024-06-14,SURCO,10,CR-Z,4
2024-06-14,SURCO,11,RID LINE,4
2024-06-14,SURCO,38,ACEITE,0
2024-06-14,SURCO,39,FILTRO,11
2024-06-14,SURCO,40,AMORT DEL,0
2024-06-14,SURCO,41,AMORT POS,0
2024-06-14,SURCO,42,LLANTAS,0
2024-06-14,SURCO,43,BATERIA,0
2024-06-14,LA MOLINA,1,ACCORD,2
2024-06-14,LA MOLINA,2,CIVIC,2
2024-06-14,LA MOLINA,3,ODISSEY,2
2024-06-14,LA MOLINA,4,CRV,2
2024-06-14,LA MOLINA,5,PILOT,2
2024-06-14,LA MOLINA,6,FIT,2
2024-06-14,LA MOLINA,7,CITY,2
2024-06-14,LA MOLINA,8,ELEMENT,2
2024-06-14,LA MOLINA,9,CROSSTOUR,2
