id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto,TIPO_PRODUCTO
246,2023-08-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750,REPUESTOS
247,2023-08-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,69,345,REPUESTOS
248,2023-08-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
249,2023-08-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
250,2023-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
251,2023-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
252,2023-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,75,750,REPUESTOS
253,2023-08-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,69,345,REPUESTOS
254,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500,AUTOS
255,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19500,58500,AUTOS
256,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,18000,18000,AUTOS
257,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,16500,16500,AUTOS
258,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20000,100000,AUTOS
259,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000,AUTOS
260,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,13500,67500,AUTOS
261,2023-08-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
262,2023-08-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
263,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
264,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
265,2023-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750,REPUESTOS
266,2023-08-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,69,345,REPUESTOS
267,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,15500,62000,AUTOS
268,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,19500,39000,AUTOS
269,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18000,18000,AUTOS
270,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
271,2023-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
272,2023-08-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
273,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,218,1744,REPUESTOS
274,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
275,2023-08-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,75,750,REPUESTOS
276,2023-08-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,69,345,REPUESTOS
277,2023-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040,REPUESTOS
278,2023-09-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,103,103,REPUESTOS
279,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
280,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
281,2023-09-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
282,2023-09-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
283,2023-09-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040,REPUESTOS
284,2023-09-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,103,103,REPUESTOS
285,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
286,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
287,2023-09-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,54,540,REPUESTOS
288,2023-09-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
289,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,17500,35000,AUTOS
290,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
291,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000,AUTOS
292,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
293,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000,AUTOS
294,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18000,54000,AUTOS
295,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,13500,54000,AUTOS
296,2023-09-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040,REPUESTOS
297,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,103,103,REPUESTOS
298,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
299,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
300,2023-09-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
301,2023-09-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
302,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,17500,17500,AUTOS
303,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,19500,58500,AUTOS
304,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18000,72000,AUTOS
305,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000,AUTOS
306,2023-09-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,104,1040,REPUESTOS
307,2023-09-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,103,103,REPUESTOS
308,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
309,2023-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950,REPUESTOS
310,2023-09-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",9,54,486,REPUESTOS
311,2023-09-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400,REPUESTOS
312,2023-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
313,2023-10-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,109,109,REPUESTOS
314,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
315,2023-10-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
316,2023-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570,REPUESTOS
317,2023-10-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
318,2023-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
319,2023-10-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,109,109,REPUESTOS
320,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
321,2023-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
322,2023-10-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570,REPUESTOS
323,2023-10-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
324,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500,AUTOS
325,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
326,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,19000,19000,AUTOS
327,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,13500,27000,AUTOS
328,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000,AUTOS
329,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18000,90000,AUTOS
330,2023-10-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,14500,72500,AUTOS
331,2023-10-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
332,2023-10-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,109,109,REPUESTOS
333,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
334,2023-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
335,2023-10-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,57,570,REPUESTOS
336,2023-10-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
337,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,16500,66000,AUTOS
338,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500,AUTOS
339,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,19000,76000,AUTOS
340,2023-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,13500,27000,AUTOS
341,2023-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,102,1020,REPUESTOS
342,2023-10-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,109,109,REPUESTOS
343,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
344,2023-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
345,2023-10-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,57,570,REPUESTOS
346,2023-10-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
347,2023-11-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
348,2023-11-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
349,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
350,2023-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
351,2023-11-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
352,2023-11-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
353,2023-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
354,2023-11-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
355,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
356,2023-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
357,2023-11-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
358,2023-11-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
359,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,16000,48000,AUTOS
360,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,20000,60000,AUTOS
361,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,19000,76000,AUTOS
362,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,13500,40500,AUTOS
363,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500,AUTOS
364,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,16500,66000,AUTOS
365,2023-11-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16500,82500,AUTOS
366,2023-11-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,106,1060,REPUESTOS
367,2023-11-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
368,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
369,2023-11-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
370,2023-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
371,2023-11-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
372,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16000,16000,AUTOS
373,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
374,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19000,19000,AUTOS
375,2023-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,13500,13500,AUTOS
376,2023-11-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,106,848,REPUESTOS
377,2023-11-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
378,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,241,2410,REPUESTOS
379,2023-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
380,2023-11-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
381,2023-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,76,380,REPUESTOS
382,2023-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180,REPUESTOS
383,2023-12-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,93,93,REPUESTOS
384,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
385,2023-12-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
386,2023-12-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
387,2023-12-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
388,2023-12-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180,REPUESTOS
389,2023-12-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,93,93,REPUESTOS
390,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
391,2023-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
392,2023-12-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
393,2023-12-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
394,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
395,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16000,16000,AUTOS
396,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,17500,52500,AUTOS
397,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,16500,82500,AUTOS
398,2023-12-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17500,87500,AUTOS
399,2023-12-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180,REPUESTOS
400,2023-12-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,93,93,REPUESTOS
401,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
402,2023-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
403,2023-12-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600,REPUESTOS
404,2023-12-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
405,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
406,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,16000,32000,AUTOS
407,2023-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000,AUTOS
408,2023-12-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,118,1180,REPUESTOS
409,2023-12-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,93,93,REPUESTOS
410,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920,REPUESTOS
411,2023-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,98,980,REPUESTOS
412,2023-12-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600,REPUESTOS
413,2023-12-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,99,495,REPUESTOS
414,2024-01-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
415,2024-01-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,117,117,REPUESTOS
416,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
417,2024-01-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
418,2024-01-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650,REPUESTOS
419,2024-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
420,2024-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
421,2024-01-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,117,117,REPUESTOS
422,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
423,2024-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
424,2024-01-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650,REPUESTOS
425,2024-01-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
426,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,19000,19000,AUTOS
427,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
428,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,17000,68000,AUTOS
429,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,18000,54000,AUTOS
430,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18500,92500,AUTOS
431,2024-01-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000,AUTOS
432,2024-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
433,2024-01-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,117,117,REPUESTOS
434,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
435,2024-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
436,2024-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650,REPUESTOS
437,2024-01-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
438,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,19000,38000,AUTOS
439,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,21000,21000,AUTOS
440,2024-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000,AUTOS
441,2024-01-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,88,880,REPUESTOS
442,2024-01-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,117,117,REPUESTOS
443,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
444,2024-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,105,1050,REPUESTOS
445,2024-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650,REPUESTOS
446,2024-01-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,90,450,REPUESTOS
447,2024-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
448,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
449,2024-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
450,2024-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490,REPUESTOS
451,2024-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
452,2024-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
453,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
454,2024-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020,REPUESTOS
455,2024-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490,REPUESTOS
456,2024-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
457,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,16500,16500,AUTOS
458,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,18000,54000,AUTOS
459,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,16500,33000,AUTOS
460,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17000,17000,AUTOS
461,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000,AUTOS
462,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,18000,72000,AUTOS
463,2024-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,20500,82000,AUTOS
464,2024-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
465,2024-02-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,105,105,REPUESTOS
466,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
467,2024-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,7,102,714,REPUESTOS
468,2024-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,49,490,REPUESTOS
469,2024-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
470,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,16500,16500,AUTOS
471,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,18000,36000,AUTOS
472,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,16500,49500,AUTOS
473,2024-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17000,34000,AUTOS
474,2024-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,119,1190,REPUESTOS
475,2024-02-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,105,105,REPUESTOS
476,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,219,2190,REPUESTOS
477,2024-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,8,102,816,REPUESTOS
478,2024-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,49,490,REPUESTOS
479,2024-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,93,465,REPUESTOS
480,2024-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
481,2024-03-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,90,90,REPUESTOS
482,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
483,2024-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,74,740,REPUESTOS
484,2024-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620,REPUESTOS
485,2024-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
486,2024-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
487,2024-03-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,90,90,REPUESTOS
488,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,222,2220,REPUESTOS
489,2024-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,74,740,REPUESTOS
490,2024-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620,REPUESTOS
491,2024-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,91,455,REPUESTOS
