id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor
538,2023-05-03,Cliente 13,SURCO,AUTO HONDA PILOT 2013,1,21534.78,21534.78,Vendedor 2
539,2023-05-03,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,104.4,313.21,Vendedor 10
540,2023-05-03,Cliente 26,SURCO,FILTRO DE COMBUSTIBLE,1,128.65,128.65,Vendedor 4
541,2023-05-03,Cliente 25,LA MOLINA,AMORTIGUADORES DELANTEROS,3,242.93,728.8,Vendedor 8
542,2023-05-03,Cliente 20,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 5
543,2023-05-03,Cliente 30,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 2
544,2023-05-03,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 6
545,2023-05-04,Cliente 24,SURCO,AUTO HONDA CIVIC 2014,1,33235.24,33235.24,Vendedor 6
546,2023-05-04,Cliente 3,LA MOLINA,AUTO HONDA ODISSEY 2013,1,24380.92,24380.92,Vendedor 10
547,2023-05-04,Cliente 48,SURCO,AUTO HONDA CRV 2014,1,26016.88,26016.88,Vendedor 3
548,2023-05-04,Cliente 17,SURCO,AUTO HONDA PILOT 2013,1,21534.78,21534.78,Vendedor 9
549,2023-05-04,Cliente 19,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,104.4,313.21,Vendedor 3
550,2023-05-04,Cliente 22,LA MOLINA,FILTRO DE COMBUSTIBLE,1,128.65,128.65,Vendedor 4
551,2023-05-04,Cliente 32,SURCO,AMORTIGUADORES DELANTEROS,4,242.93,971.73,Vendedor 9
552,2023-05-04,Cliente 17,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 8
553,2023-05-04,Cliente 11,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 6
554,2023-05-04,Cliente 9,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 9
555,2023-05-05,Cliente 12,LA MOLINA,AUTO HONDA CIVIC 2014,1,33235.24,33235.24,Vendedor 9
556,2023-05-05,Cliente 34,SURCO,AUTO HONDA ODISSEY 2013,1,24380.92,24380.92,Vendedor 1
557,2023-05-05,Cliente 49,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,104.4,104.4,Vendedor 1
558,2023-05-05,Cliente 41,SURCO,AMORTIGUADORES DELANTEROS,4,242.93,971.73,Vendedor 4
559,2023-05-05,Cliente 1,SURCO,AMORTIGUADORES POSTERIORES,1,139.06,139.06,Vendedor 4
560,2023-05-05,Cliente 4,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 10
561,2023-05-05,Cliente 43,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 8
562,2023-05-06,Cliente 1,SURCO,AUTO HONDA ODISSEY 2013,1,24380.92,24380.92,Vendedor 9
563,2023-05-06,Cliente 1,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,104.4,313.21,Vendedor 1
564,2023-05-06,Cliente 2,LA MOLINA,AMORTIGUADORES DELANTEROS,3,242.93,728.8,Vendedor 9
565,2023-05-06,Cliente 12,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 2
566,2023-05-06,Cliente 16,SURCO,"LLANTAS 18""",1,94.72,94.72,Vendedor 4
567,2023-05-06,Cliente 23,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 5
568,2023-05-07,Cliente 6,LA MOLINA,AUTO HONDA ODISSEY 2013,1,24380.92,24380.92,Vendedor 6
569,2023-05-07,Cliente 37,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,104.4,104.4,Vendedor 4
570,2023-05-07,Cliente 44,LA MOLINA,AMORTIGUADORES DELANTEROS,2,242.93,485.86,Vendedor 2
571,2023-05-07,Cliente 6,SURCO,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 7
572,2023-05-07,Cliente 36,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 8
573,2023-05-07,Cliente 41,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 1
574,2023-05-08,Cliente 6,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,104.4,313.21,Vendedor 8
575,2023-05-08,Cliente 37,LA MOLINA,AMORTIGUADORES DELANTEROS,2,242.93,485.86,Vendedor 2
576,2023-05-08,Cliente 14,SURCO,AMORTIGUADORES POSTERIORES,1,139.06,139.06,Vendedor 10
577,2023-05-08,Cliente 3,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 2
578,2023-05-08,Cliente 35,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 10
579,2023-05-09,Cliente 12,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,104.4,313.21,Vendedor 6
580,2023-05-09,Cliente 38,SURCO,AMORTIGUADORES DELANTEROS,1,242.93,242.93,Vendedor 3
581,2023-05-09,Cliente 20,SURCO,AMORTIGUADORES POSTERIORES,4,139.06,556.23,Vendedor 3
582,2023-05-09,Cliente 44,SURCO,"LLANTAS 18""",1,94.72,94.72,Vendedor 9
583,2023-05-09,Cliente 25,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 3
584,2023-05-10,Cliente 33,SURCO,AUTO HONDA PILOT 2013,1,21534.78,21534.78,Vendedor 6
585,2023-05-10,Cliente 28,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,104.4,104.4,Vendedor 4
586,2023-05-10,Cliente 39,SURCO,AMORTIGUADORES DELANTEROS,1,242.93,242.93,Vendedor 10
587,2023-05-10,Cliente 2,LA MOLINA,AMORTIGUADORES POSTERIORES,1,139.06,139.06,Vendedor 5
588,2023-05-10,Cliente 15,SURCO,"LLANTAS 18""",2,94.72,189.44,Vendedor 6
589,2023-05-10,Cliente 28,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 3
590,2023-05-11,Cliente 6,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,104.4,208.81,Vendedor 10
591,2023-05-11,Cliente 6,SURCO,AMORTIGUADORES POSTERIORES,1,139.06,139.06,Vendedor 5
592,2023-05-11,Cliente 46,SURCO,"LLANTAS 18""",1,94.72,94.72,Vendedor 3
593,2023-05-11,Cliente 21,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 6
594,2023-05-12,Cliente 24,SURCO,"LLANTAS 18""",2,94.72,189.44,Vendedor 5
595,2023-05-12,Cliente 9,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 2
596,2023-05-13,Cliente 7,SURCO,"LLANTAS 18""",3,94.72,284.17,Vendedor 1
597,2023-05-17,Cliente 9,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,104.4,417.61,Vendedor 5
598,2023-05-17,Cliente 18,LA MOLINA,FILTRO DE COMBUSTIBLE,1,128.65,128.65,Vendedor 8
599,2023-05-17,Cliente 11,SURCO,AMORTIGUADORES DELANTEROS,2,242.93,485.86,Vendedor 7
600,2023-05-17,Cliente 20,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 8
601,2023-05-17,Cliente 17,LA MOLINA,"LLANTAS 18""",1,94.72,94.72,Vendedor 4
602,2023-05-17,Cliente 30,SURCO,BATERÍA DE 18 PLACAS,2,106.44,212.87,Vendedor 2
603,2023-05-18,Cliente 1,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,104.4,208.81,Vendedor 7
604,2023-05-18,Cliente 22,LA MOLINA,AMORTIGUADORES DELANTEROS,3,242.93,728.8,Vendedor 8
605,2023-05-18,Cliente 42,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 10
606,2023-05-18,Cliente 21,LA MOLINA,"LLANTAS 18""",1,94.72,94.72,Vendedor 10
607,2023-05-18,Cliente 21,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 3
608,2023-05-19,Cliente 19,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,104.4,417.61,Vendedor 8
609,2023-05-19,Cliente 21,SURCO,AMORTIGUADORES DELANTEROS,5,242.93,1214.66,Vendedor 7
610,2023-05-19,Cliente 24,LA MOLINA,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 2
611,2023-05-19,Cliente 44,SURCO,"LLANTAS 18""",2,94.72,189.44,Vendedor 9
612,2023-05-19,Cliente 46,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 4
613,2023-05-20,Cliente 45,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,104.4,417.61,Vendedor 2
614,2023-05-20,Cliente 44,LA MOLINA,AMORTIGUADORES DELANTEROS,7,242.93,1700.52,Vendedor 8
615,2023-05-20,Cliente 16,LA MOLINA,AMORTIGUADORES POSTERIORES,1,139.06,139.06,Vendedor 5
616,2023-05-20,Cliente 25,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 2
617,2023-05-20,Cliente 38,LA MOLINA,BATERÍA DE 18 PLACAS,2,106.44,212.87,Vendedor 7
618,2023-05-21,Cliente 35,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,104.4,522.02,Vendedor 1
619,2023-05-21,Cliente 45,SURCO,AMORTIGUADORES DELANTEROS,3,242.93,728.8,Vendedor 9
620,2023-05-21,Cliente 7,SURCO,AMORTIGUADORES POSTERIORES,5,139.06,695.28,Vendedor 4
621,2023-05-21,Cliente 42,SURCO,"LLANTAS 18""",3,94.72,284.17,Vendedor 10
622,2023-05-21,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 6
623,2023-05-22,Cliente 1,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,104.4,104.4,Vendedor 2
624,2023-05-22,Cliente 29,SURCO,AMORTIGUADORES POSTERIORES,2,139.06,278.11,Vendedor 6
625,2023-05-22,Cliente 50,LA MOLINA,"LLANTAS 18""",4,94.72,378.89,Vendedor 10
626,2023-05-22,Cliente 2,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 8
627,2023-05-23,Cliente 8,SURCO,AMORTIGUADORES POSTERIORES,3,139.06,417.17,Vendedor 3
628,2023-05-23,Cliente 22,LA MOLINA,"LLANTAS 18""",2,94.72,189.44,Vendedor 8
629,2023-05-23,Cliente 23,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 8
630,2023-05-24,Cliente 20,SURCO,"LLANTAS 18""",3,94.72,284.17,Vendedor 1
631,2023-05-24,Cliente 2,SURCO,BATERÍA DE 18 PLACAS,1,106.44,106.44,Vendedor 6
632,2023-05-25,Cliente 36,SURCO,"LLANTAS 18""",2,94.72,189.44,Vendedor 3
633,2023-06-01,Cliente 39,LA MOLINA,AUTO HONDA ACCORD 2014,1,22395.31,22395.31,Vendedor 7
634,2023-06-01,Cliente 38,LA MOLINA,AUTO HONDA CIVIC 2014,1,26697.43,26697.43,Vendedor 2
635,2023-06-01,Cliente 23,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18817.53,18817.53,Vendedor 8
636,2023-06-01,Cliente 44,SURCO,AUTO HONDA FIT 2016,1,25071.41,25071.41,Vendedor 5
637,2023-06-01,Cliente 44,SURCO,AUTO HONDA CITY 2016,1,24855.8,24855.8,Vendedor 3
638,2023-06-01,Cliente 16,SURCO,FILTRO DE COMBUSTIBLE,1,114.59,114.59,Vendedor 5
639,2023-06-02,Cliente 45,LA MOLINA,AUTO HONDA ACCORD 2014,1,22395.31,22395.31,Vendedor 3
640,2023-06-02,Cliente 27,LA MOLINA,AUTO HONDA CIVIC 2014,1,26697.43,26697.43,Vendedor 10
641,2023-06-02,Cliente 37,SURCO,AUTO HONDA ODISSEY 2013,1,18817.53,18817.53,Vendedor 7
642,2023-06-02,Cliente 12,SURCO,AUTO HONDA FIT 2016,1,25071.41,25071.41,Vendedor 8
643,2023-06-02,Cliente 36,SURCO,AUTO HONDA CITY 2016,1,24855.8,24855.8,Vendedor 3
644,2023-06-03,Cliente 29,LA MOLINA,AUTO HONDA CIVIC 2014,1,26697.43,26697.43,Vendedor 10
645,2023-06-03,Cliente 23,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18817.53,18817.53,Vendedor 1
646,2023-06-03,Cliente 9,SURCO,AUTO HONDA CITY 2016,1,24855.8,24855.8,Vendedor 4
647,2023-06-03,Cliente 27,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 8
648,2023-06-03,Cliente 46,LA MOLINA,FILTRO DE COMBUSTIBLE,1,114.59,114.59,Vendedor 8
649,2023-06-03,Cliente 6,SURCO,AMORTIGUADORES DELANTEROS,4,230.55,922.19,Vendedor 10
650,2023-06-03,Cliente 19,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 1
651,2023-06-03,Cliente 35,SURCO,"LLANTAS 18""",2,61.39,122.78,Vendedor 5
652,2023-06-03,Cliente 50,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 8
653,2023-06-04,Cliente 36,SURCO,AUTO HONDA CIVIC 2014,1,26697.43,26697.43,Vendedor 9
654,2023-06-04,Cliente 37,SURCO,AUTO HONDA CITY 2016,1,24855.8,24855.8,Vendedor 2
655,2023-06-04,Cliente 35,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 1
656,2023-06-04,Cliente 28,SURCO,AMORTIGUADORES DELANTEROS,4,230.55,922.19,Vendedor 2
657,2023-06-04,Cliente 3,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 8
658,2023-06-04,Cliente 6,LA MOLINA,"LLANTAS 18""",2,61.39,122.78,Vendedor 8
659,2023-06-04,Cliente 50,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 4
660,2023-06-05,Cliente 46,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,146.68,146.68,Vendedor 10
661,2023-06-05,Cliente 40,SURCO,AMORTIGUADORES DELANTEROS,2,230.55,461.09,Vendedor 3
662,2023-06-05,Cliente 4,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 10
663,2023-06-05,Cliente 39,LA MOLINA,"LLANTAS 18""",2,61.39,122.78,Vendedor 9
664,2023-06-05,Cliente 21,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 5
665,2023-06-06,Cliente 33,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,146.68,440.05,Vendedor 2
666,2023-06-06,Cliente 4,LA MOLINA,AMORTIGUADORES DELANTEROS,2,230.55,461.09,Vendedor 5
667,2023-06-06,Cliente 16,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 3
668,2023-06-06,Cliente 16,LA MOLINA,"LLANTAS 18""",3,61.39,184.17,Vendedor 7
669,2023-06-06,Cliente 10,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 10
670,2023-06-07,Cliente 25,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 8
671,2023-06-07,Cliente 26,LA MOLINA,AMORTIGUADORES DELANTEROS,1,230.55,230.55,Vendedor 9
672,2023-06-07,Cliente 30,LA MOLINA,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 8
673,2023-06-07,Cliente 50,SURCO,"LLANTAS 18""",2,61.39,122.78,Vendedor 2
674,2023-06-07,Cliente 41,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 6
675,2023-06-08,Cliente 14,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,146.68,146.68,Vendedor 7
676,2023-06-08,Cliente 18,LA MOLINA,AMORTIGUADORES DELANTEROS,2,230.55,461.09,Vendedor 6
677,2023-06-08,Cliente 36,LA MOLINA,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 10
678,2023-06-08,Cliente 22,LA MOLINA,"LLANTAS 18""",1,61.39,61.39,Vendedor 1
679,2023-06-08,Cliente 7,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 8
680,2023-06-09,Cliente 8,SURCO,AUTO HONDA ODISSEY 2013,1,18817.53,18817.53,Vendedor 3
681,2023-06-09,Cliente 30,SURCO,AUTO HONDA PILOT 2013,1,27345.66,27345.66,Vendedor 1
682,2023-06-09,Cliente 13,SURCO,AUTO HONDA CITY 2016,1,24855.8,24855.8,Vendedor 3
683,2023-06-09,Cliente 18,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,146.68,440.05,Vendedor 2
684,2023-06-09,Cliente 6,LA MOLINA,AMORTIGUADORES DELANTEROS,3,230.55,691.64,Vendedor 6
685,2023-06-09,Cliente 26,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 5
686,2023-06-09,Cliente 28,SURCO,"LLANTAS 18""",3,61.39,184.17,Vendedor 2
687,2023-06-09,Cliente 1,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 4
688,2023-06-10,Cliente 5,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18817.53,18817.53,Vendedor 3
689,2023-06-10,Cliente 34,SURCO,AUTO HONDA PILOT 2013,1,27345.66,27345.66,Vendedor 8
690,2023-06-10,Cliente 45,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,146.68,146.68,Vendedor 6
691,2023-06-10,Cliente 45,LA MOLINA,AMORTIGUADORES DELANTEROS,1,230.55,230.55,Vendedor 3
692,2023-06-10,Cliente 15,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 7
693,2023-06-10,Cliente 7,SURCO,"LLANTAS 18""",1,61.39,61.39,Vendedor 6
694,2023-06-10,Cliente 20,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 3
695,2023-06-11,Cliente 50,SURCO,AUTO HONDA PILOT 2013,1,27345.66,27345.66,Vendedor 3
696,2023-06-11,Cliente 34,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 10
697,2023-06-11,Cliente 29,LA MOLINA,AMORTIGUADORES DELANTEROS,1,230.55,230.55,Vendedor 6
698,2023-06-11,Cliente 27,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 10
699,2023-06-11,Cliente 6,SURCO,"LLANTAS 18""",2,61.39,122.78,Vendedor 2
700,2023-06-11,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 2
701,2023-06-12,Cliente 23,SURCO,AUTO HONDA PILOT 2013,1,27345.66,27345.66,Vendedor 7
702,2023-06-12,Cliente 16,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,146.68,440.05,Vendedor 5
703,2023-06-12,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 1
704,2023-06-12,Cliente 34,LA MOLINA,"LLANTAS 18""",2,61.39,122.78,Vendedor 10
705,2023-06-12,Cliente 48,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 7
706,2023-06-13,Cliente 42,SURCO,AUTO HONDA PILOT 2013,1,27345.66,27345.66,Vendedor 1
707,2023-06-13,Cliente 16,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 8
708,2023-06-14,Cliente 9,LA MOLINA,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 7
709,2023-06-15,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 2
710,2023-06-16,Cliente 14,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 1
711,2023-06-17,Cliente 41,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,146.68,586.74,Vendedor 9
712,2023-06-17,Cliente 28,LA MOLINA,FILTRO DE COMBUSTIBLE,1,114.59,114.59,Vendedor 7
713,2023-06-17,Cliente 18,SURCO,AMORTIGUADORES DELANTEROS,1,230.55,230.55,Vendedor 2
714,2023-06-17,Cliente 33,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 4
715,2023-06-17,Cliente 26,LA MOLINA,"LLANTAS 18""",2,61.39,122.78,Vendedor 10
716,2023-06-17,Cliente 20,SURCO,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 7
717,2023-06-18,Cliente 4,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,146.68,880.1,Vendedor 4
718,2023-06-18,Cliente 28,SURCO,FILTRO DE COMBUSTIBLE,1,114.59,114.59,Vendedor 2
719,2023-06-18,Cliente 20,SURCO,AMORTIGUADORES DELANTEROS,4,230.55,922.19,Vendedor 3
720,2023-06-18,Cliente 46,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 3
721,2023-06-18,Cliente 32,SURCO,"LLANTAS 18""",1,61.39,61.39,Vendedor 6
722,2023-06-18,Cliente 24,SURCO,BATERÍA DE 18 PLACAS,2,97.62,195.24,Vendedor 3
723,2023-06-19,Cliente 47,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,146.68,880.1,Vendedor 2
724,2023-06-19,Cliente 22,SURCO,AMORTIGUADORES DELANTEROS,5,230.55,1152.74,Vendedor 7
725,2023-06-19,Cliente 17,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 10
726,2023-06-19,Cliente 32,SURCO,"LLANTAS 18""",6,61.39,368.35,Vendedor 8
727,2023-06-19,Cliente 32,SURCO,BATERÍA DE 18 PLACAS,2,97.62,195.24,Vendedor 10
728,2023-06-20,Cliente 11,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 5
729,2023-06-20,Cliente 37,LA MOLINA,AMORTIGUADORES DELANTEROS,7,230.55,1613.83,Vendedor 2
730,2023-06-20,Cliente 3,SURCO,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 1
731,2023-06-20,Cliente 31,SURCO,"LLANTAS 18""",2,61.39,122.78,Vendedor 6
732,2023-06-20,Cliente 12,LA MOLINA,BATERÍA DE 18 PLACAS,2,97.62,195.24,Vendedor 1
733,2023-06-21,Cliente 15,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,146.68,293.37,Vendedor 6
734,2023-06-21,Cliente 47,LA MOLINA,AMORTIGUADORES DELANTEROS,2,230.55,461.09,Vendedor 6
735,2023-06-21,Cliente 37,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 6
736,2023-06-21,Cliente 12,SURCO,"LLANTAS 18""",1,61.39,61.39,Vendedor 4
737,2023-06-21,Cliente 5,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 8
738,2023-06-22,Cliente 21,LA MOLINA,AMORTIGUADORES DELANTEROS,1,230.55,230.55,Vendedor 2
739,2023-06-22,Cliente 1,LA MOLINA,AMORTIGUADORES POSTERIORES,3,137.05,411.16,Vendedor 6
740,2023-06-22,Cliente 37,LA MOLINA,"LLANTAS 18""",2,61.39,122.78,Vendedor 5
741,2023-06-22,Cliente 24,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 10
742,2023-06-23,Cliente 10,SURCO,AMORTIGUADORES POSTERIORES,2,137.05,274.11,Vendedor 1
743,2023-06-23,Cliente 15,LA MOLINA,"LLANTAS 18""",6,61.39,368.35,Vendedor 9
744,2023-06-23,Cliente 22,LA MOLINA,BATERÍA DE 18 PLACAS,1,97.62,97.62,Vendedor 1
745,2023-06-24,Cliente 34,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 4
746,2023-06-25,Cliente 3,LA MOLINA,AMORTIGUADORES POSTERIORES,3,137.05,411.16,Vendedor 4
747,2023-06-26,Cliente 48,LA MOLINA,AMORTIGUADORES POSTERIORES,1,137.05,137.05,Vendedor 2
748,2023-07-01,Cliente 10,SURCO,AUTO HONDA ACCORD 2014,1,20843.43,20843.43,Vendedor 2
749,2023-07-01,Cliente 29,SURCO,AUTO HONDA CIVIC 2014,1,31696.61,31696.61,Vendedor 8
750,2023-07-01,Cliente 27,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22762.77,22762.77,Vendedor 2
751,2023-07-01,Cliente 50,LA MOLINA,AUTO HONDA CRV 2014,1,28578.78,28578.78,Vendedor 4
752,2023-07-01,Cliente 20,SURCO,AUTO HONDA FIT 2016,1,26601.2,26601.2,Vendedor 8
753,2023-07-02,Cliente 46,LA MOLINA,AUTO HONDA ACCORD 2014,1,20843.43,20843.43,Vendedor 10
754,2023-07-02,Cliente 14,SURCO,AUTO HONDA CIVIC 2014,1,31696.61,31696.61,Vendedor 6
755,2023-07-02,Cliente 6,SURCO,AUTO HONDA ODISSEY 2013,1,22762.77,22762.77,Vendedor 4
756,2023-07-02,Cliente 26,LA MOLINA,AUTO HONDA CRV 2014,1,28578.78,28578.78,Vendedor 9
757,2023-07-03,Cliente 2,SURCO,AUTO HONDA ACCORD 2014,1,20843.43,20843.43,Vendedor 7
758,2023-07-03,Cliente 36,LA MOLINA,AUTO HONDA CIVIC 2014,1,31696.61,31696.61,Vendedor 9
759,2023-07-03,Cliente 7,SURCO,AUTO HONDA ODISSEY 2013,1,22762.77,22762.77,Vendedor 8
760,2023-07-03,Cliente 9,SURCO,AUTO HONDA CRV 2014,1,28578.78,28578.78,Vendedor 2
761,2023-07-03,Cliente 50,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,132.5,132.5,Vendedor 4
762,2023-07-03,Cliente 13,SURCO,FILTRO DE COMBUSTIBLE,1,105.14,105.14,Vendedor 7
763,2023-07-03,Cliente 38,SURCO,AMORTIGUADORES DELANTEROS,2,279.56,559.13,Vendedor 10
764,2023-07-03,Cliente 2,SURCO,AMORTIGUADORES POSTERIORES,2,109.58,219.16,Vendedor 2
765,2023-07-03,Cliente 9,LA MOLINA,"LLANTAS 18""",2,75.77,151.53,Vendedor 2
766,2023-07-03,Cliente 8,LA MOLINA,BATERÍA DE 18 PLACAS,1,117.74,117.74,Vendedor 1
767,2023-07-04,Cliente 4,LA MOLINA,AUTO HONDA ACCORD 2014,1,20843.43,20843.43,Vendedor 3
768,2023-07-04,Cliente 47,LA MOLINA,AUTO HONDA CIVIC 2014,1,31696.61,31696.61,Vendedor 7
769,2023-07-04,Cliente 2,LA MOLINA,AUTO HONDA ODISSEY 2013,1,22762.77,22762.77,Vendedor 7
770,2023-07-04,Cliente 12,LA MOLINA,AUTO HONDA CRV 2014,1,28578.78,28578.78,Vendedor 6
771,2023-07-04,Cliente 18,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,132.5,132.5,Vendedor 5
772,2023-07-04,Cliente 10,LA MOLINA,FILTRO DE COMBUSTIBLE,1,105.14,105.14,Vendedor 1
773,2023-07-04,Cliente 42,SURCO,AMORTIGUADORES DELANTEROS,3,279.56,838.69,Vendedor 5
774,2023-07-04,Cliente 36,LA MOLINA,AMORTIGUADORES POSTERIORES,2,109.58,219.16,Vendedor 8
