id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor,TIPO_PRODUCTO
1184,2023-10-10,Cliente 27,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 10,REPUESTOS
1185,2023-10-10,Cliente 5,SURCO,AMORTIGUADORES DELANTEROS,4,280.5,1122.0,Vendedor 2,REPUESTOS
1186,2023-10-10,Cliente 15,LA MOLINA,AMORTIGUADORES POSTERIORES,1,120.5,120.5,Vendedor 6,REPUESTOS
1187,2023-10-10,Cliente 46,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 5,REPUESTOS
1188,2023-10-10,Cliente 29,SURCO,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 6,REPUESTOS
1189,2023-10-11,Cliente 27,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 3,AUTOS
1190,2023-10-11,Cliente 2,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 3,AUTOS
1191,2023-10-11,Cliente 43,SURCO,AUTO HONDA FIT 2016,1,26000.0,26000.0,Vendedor 5,AUTOS
1192,2023-10-11,Cliente 14,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 3,AUTOS
1193,2023-10-11,Cliente 7,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 2,REPUESTOS
1194,2023-10-11,Cliente 2,SURCO,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 7,REPUESTOS
1195,2023-10-11,Cliente 7,SURCO,"LLANTAS 18""",3,63.2,189.6,Vendedor 5,REPUESTOS
1196,2023-10-12,Cliente 42,SURCO,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 7,AUTOS
1197,2023-10-12,Cliente 15,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 4,AUTOS
1198,2023-10-12,Cliente 29,SURCO,AUTO HONDA FIT 2016,1,26000.0,26000.0,Vendedor 3,AUTOS
1199,2023-10-12,Cliente 34,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 3,AUTOS
1200,2023-10-12,Cliente 43,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 6,REPUESTOS
1201,2023-10-12,Cliente 35,LA MOLINA,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 5,REPUESTOS
1202,2023-10-12,Cliente 9,LA MOLINA,"LLANTAS 18""",3,63.2,189.6,Vendedor 9,REPUESTOS
1203,2023-10-13,Cliente 41,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 10,AUTOS
1204,2023-10-13,Cliente 34,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 9,AUTOS
1205,2023-10-13,Cliente 23,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 8,AUTOS
1206,2023-10-13,Cliente 6,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,107.2,321.6,Vendedor 8,REPUESTOS
1207,2023-10-13,Cliente 10,LA MOLINA,"LLANTAS 18""",1,63.2,63.2,Vendedor 5,REPUESTOS
1208,2023-10-14,Cliente 34,SURCO,AUTO HONDA PILOT 2013,1,24000.0,24000.0,Vendedor 3,AUTOS
1209,2023-10-14,Cliente 45,SURCO,"LLANTAS 18""",1,63.2,63.2,Vendedor 8,REPUESTOS
1210,2023-10-17,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,107.2,428.8,Vendedor 3,REPUESTOS
1211,2023-10-17,Cliente 25,LA MOLINA,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 4,REPUESTOS
1212,2023-10-17,Cliente 28,SURCO,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 4,REPUESTOS
1213,2023-10-17,Cliente 42,LA MOLINA,AMORTIGUADORES POSTERIORES,3,120.5,361.5,Vendedor 9,REPUESTOS
1214,2023-10-17,Cliente 13,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 2,REPUESTOS
1215,2023-10-17,Cliente 19,SURCO,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 2,REPUESTOS
1216,2023-10-18,Cliente 18,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,107.2,428.8,Vendedor 10,REPUESTOS
1217,2023-10-18,Cliente 13,SURCO,FILTRO DE COMBUSTIBLE,1,142.4,142.4,Vendedor 6,REPUESTOS
1218,2023-10-18,Cliente 4,SURCO,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 9,REPUESTOS
1219,2023-10-18,Cliente 7,SURCO,AMORTIGUADORES POSTERIORES,1,120.5,120.5,Vendedor 5,REPUESTOS
1220,2023-10-18,Cliente 46,SURCO,"LLANTAS 18""",3,63.2,189.6,Vendedor 8,REPUESTOS
1221,2023-10-18,Cliente 15,SURCO,BATERÍA DE 18 PLACAS,3,100.3,300.9,Vendedor 2,REPUESTOS
1222,2023-10-19,Cliente 32,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 4,REPUESTOS
1223,2023-10-19,Cliente 20,LA MOLINA,AMORTIGUADORES DELANTEROS,6,280.5,1683.0,Vendedor 8,REPUESTOS
1224,2023-10-19,Cliente 45,LA MOLINA,AMORTIGUADORES POSTERIORES,3,120.5,361.5,Vendedor 1,REPUESTOS
1225,2023-10-19,Cliente 49,SURCO,"LLANTAS 18""",3,63.2,189.6,Vendedor 3,REPUESTOS
1226,2023-10-19,Cliente 50,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 7,REPUESTOS
1227,2023-10-20,Cliente 12,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 4,REPUESTOS
1228,2023-10-20,Cliente 1,LA MOLINA,AMORTIGUADORES DELANTEROS,4,280.5,1122.0,Vendedor 2,REPUESTOS
1229,2023-10-20,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 8,REPUESTOS
1230,2023-10-20,Cliente 13,SURCO,"LLANTAS 18""",2,63.2,126.4,Vendedor 8,REPUESTOS
1231,2023-10-20,Cliente 34,SURCO,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 4,REPUESTOS
1232,2023-10-21,Cliente 44,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,107.2,107.2,Vendedor 5,REPUESTOS
1233,2023-10-21,Cliente 41,SURCO,AMORTIGUADORES DELANTEROS,6,280.5,1683.0,Vendedor 1,REPUESTOS
1234,2023-10-21,Cliente 17,SURCO,AMORTIGUADORES POSTERIORES,5,120.5,602.5,Vendedor 8,REPUESTOS
1235,2023-10-21,Cliente 24,SURCO,"LLANTAS 18""",2,63.2,126.4,Vendedor 1,REPUESTOS
1236,2023-10-21,Cliente 8,LA MOLINA,BATERÍA DE 18 PLACAS,3,100.3,300.9,Vendedor 4,REPUESTOS
1237,2023-10-22,Cliente 1,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,107.2,428.8,Vendedor 3,REPUESTOS
1238,2023-10-22,Cliente 26,SURCO,AMORTIGUADORES POSTERIORES,4,120.5,482.0,Vendedor 4,REPUESTOS
1239,2023-10-22,Cliente 38,LA MOLINA,"LLANTAS 18""",1,63.2,63.2,Vendedor 8,REPUESTOS
1240,2023-10-22,Cliente 24,LA MOLINA,BATERÍA DE 18 PLACAS,1,100.3,100.3,Vendedor 2,REPUESTOS
1241,2023-10-23,Cliente 32,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 2,REPUESTOS
1242,2023-10-23,Cliente 4,LA MOLINA,AMORTIGUADORES POSTERIORES,2,120.5,241.0,Vendedor 6,REPUESTOS
1243,2023-10-23,Cliente 9,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 8,REPUESTOS
1244,2023-10-24,Cliente 29,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,107.2,214.4,Vendedor 4,REPUESTOS
1245,2023-10-24,Cliente 17,LA MOLINA,"LLANTAS 18""",3,63.2,189.6,Vendedor 1,REPUESTOS
1246,2023-10-25,Cliente 13,LA MOLINA,"LLANTAS 18""",2,63.2,126.4,Vendedor 10,REPUESTOS
1247,2023-11-01,Cliente 3,SURCO,AUTO HONDA ACCORD 2014,1,24500.0,24500.0,Vendedor 3,AUTOS
1248,2023-11-01,Cliente 3,SURCO,AUTO HONDA CIVIC 2014,1,32500.0,32500.0,Vendedor 4,AUTOS
1249,2023-11-01,Cliente 32,SURCO,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 4,AUTOS
1250,2023-11-01,Cliente 3,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 10,AUTOS
1251,2023-11-02,Cliente 4,LA MOLINA,AUTO HONDA ACCORD 2014,1,24500.0,24500.0,Vendedor 6,AUTOS
1252,2023-11-02,Cliente 39,SURCO,AUTO HONDA CIVIC 2014,1,32500.0,32500.0,Vendedor 2,AUTOS
1253,2023-11-02,Cliente 14,SURCO,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 8,AUTOS
1254,2023-11-02,Cliente 30,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 1,AUTOS
1255,2023-11-03,Cliente 40,SURCO,AUTO HONDA ACCORD 2014,1,24500.0,24500.0,Vendedor 5,AUTOS
1256,2023-11-03,Cliente 47,SURCO,AUTO HONDA CIVIC 2014,1,32500.0,32500.0,Vendedor 2,AUTOS
1257,2023-11-03,Cliente 5,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 4,AUTOS
1258,2023-11-03,Cliente 7,SURCO,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 4,AUTOS
1259,2023-11-03,Cliente 13,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 9,REPUESTOS
1260,2023-11-03,Cliente 37,SURCO,FILTRO DE COMBUSTIBLE,1,141.1,141.1,Vendedor 3,REPUESTOS
1261,2023-11-03,Cliente 48,LA MOLINA,AMORTIGUADORES DELANTEROS,3,285.2,855.6,Vendedor 2,REPUESTOS
1262,2023-11-03,Cliente 45,LA MOLINA,AMORTIGUADORES POSTERIORES,3,126.2,378.6,Vendedor 7,REPUESTOS
1263,2023-11-03,Cliente 12,SURCO,"LLANTAS 18""",1,73.1,73.1,Vendedor 9,REPUESTOS
1264,2023-11-03,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 6,REPUESTOS
1265,2023-11-04,Cliente 35,SURCO,AUTO HONDA ACCORD 2014,1,24500.0,24500.0,Vendedor 10,AUTOS
1266,2023-11-04,Cliente 23,LA MOLINA,AUTO HONDA CIVIC 2014,1,32500.0,32500.0,Vendedor 6,AUTOS
1267,2023-11-04,Cliente 24,SURCO,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 7,AUTOS
1268,2023-11-04,Cliente 47,LA MOLINA,AUTO HONDA CRV 2014,1,21000.0,21000.0,Vendedor 6,AUTOS
1269,2023-11-04,Cliente 25,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 9,REPUESTOS
1270,2023-11-04,Cliente 24,LA MOLINA,FILTRO DE COMBUSTIBLE,1,141.1,141.1,Vendedor 8,REPUESTOS
1271,2023-11-04,Cliente 1,LA MOLINA,AMORTIGUADORES DELANTEROS,2,285.2,570.4,Vendedor 1,REPUESTOS
1272,2023-11-04,Cliente 34,SURCO,AMORTIGUADORES POSTERIORES,3,126.2,378.6,Vendedor 3,REPUESTOS
1273,2023-11-04,Cliente 20,SURCO,"LLANTAS 18""",2,73.1,146.2,Vendedor 4,REPUESTOS
1274,2023-11-04,Cliente 21,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 1,REPUESTOS
1275,2023-11-05,Cliente 36,LA MOLINA,AUTO HONDA CIVIC 2014,1,32500.0,32500.0,Vendedor 9,AUTOS
1276,2023-11-05,Cliente 7,SURCO,AUTO HONDA ODISSEY 2013,1,23500.0,23500.0,Vendedor 1,AUTOS
1277,2023-11-05,Cliente 10,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 3,REPUESTOS
1278,2023-11-05,Cliente 38,LA MOLINA,AMORTIGUADORES DELANTEROS,3,285.2,855.6,Vendedor 4,REPUESTOS
1279,2023-11-05,Cliente 20,LA MOLINA,AMORTIGUADORES POSTERIORES,2,126.2,252.4,Vendedor 2,REPUESTOS
1280,2023-11-05,Cliente 37,LA MOLINA,"LLANTAS 18""",3,73.1,219.3,Vendedor 4,REPUESTOS
1281,2023-11-05,Cliente 47,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 6,REPUESTOS
1282,2023-11-06,Cliente 32,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 10,REPUESTOS
1283,2023-11-06,Cliente 3,LA MOLINA,AMORTIGUADORES DELANTEROS,1,285.2,285.2,Vendedor 10,REPUESTOS
1284,2023-11-06,Cliente 50,SURCO,AMORTIGUADORES POSTERIORES,4,126.2,504.8,Vendedor 1,REPUESTOS
1285,2023-11-06,Cliente 28,LA MOLINA,"LLANTAS 18""",2,73.1,146.2,Vendedor 7,REPUESTOS
1286,2023-11-06,Cliente 50,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 4,REPUESTOS
1287,2023-11-07,Cliente 4,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 5,REPUESTOS
1288,2023-11-07,Cliente 35,LA MOLINA,AMORTIGUADORES DELANTEROS,1,285.2,285.2,Vendedor 10,REPUESTOS
1289,2023-11-07,Cliente 33,LA MOLINA,AMORTIGUADORES POSTERIORES,2,126.2,252.4,Vendedor 4,REPUESTOS
1290,2023-11-07,Cliente 44,SURCO,"LLANTAS 18""",1,73.1,73.1,Vendedor 7,REPUESTOS
1291,2023-11-07,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 10,REPUESTOS
1292,2023-11-08,Cliente 28,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 5,REPUESTOS
1293,2023-11-08,Cliente 9,SURCO,AMORTIGUADORES DELANTEROS,4,285.2,1140.8,Vendedor 6,REPUESTOS
1294,2023-11-08,Cliente 37,LA MOLINA,AMORTIGUADORES POSTERIORES,1,126.2,126.2,Vendedor 1,REPUESTOS
1295,2023-11-08,Cliente 17,LA MOLINA,"LLANTAS 18""",3,73.1,219.3,Vendedor 2,REPUESTOS
1296,2023-11-08,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 7,REPUESTOS
1297,2023-11-09,Cliente 49,SURCO,AUTO HONDA PILOT 2013,1,26000.0,26000.0,Vendedor 3,AUTOS
1298,2023-11-09,Cliente 36,SURCO,AUTO HONDA FIT 2016,1,25500.0,25500.0,Vendedor 4,AUTOS
1299,2023-11-09,Cliente 26,SURCO,AUTO HONDA CITY 2016,1,20000.0,20000.0,Vendedor 10,AUTOS
1300,2023-11-09,Cliente 16,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 2,REPUESTOS
1301,2023-11-09,Cliente 21,SURCO,AMORTIGUADORES DELANTEROS,3,285.2,855.6,Vendedor 10,REPUESTOS
1302,2023-11-09,Cliente 43,SURCO,AMORTIGUADORES POSTERIORES,1,126.2,126.2,Vendedor 7,REPUESTOS
1303,2023-11-09,Cliente 23,LA MOLINA,"LLANTAS 18""",2,73.1,146.2,Vendedor 4,REPUESTOS
1304,2023-11-09,Cliente 23,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 10,REPUESTOS
1305,2023-11-10,Cliente 50,SURCO,AUTO HONDA PILOT 2013,1,26000.0,26000.0,Vendedor 5,AUTOS
1306,2023-11-10,Cliente 23,SURCO,AUTO HONDA FIT 2016,1,25500.0,25500.0,Vendedor 10,AUTOS
1307,2023-11-10,Cliente 40,SURCO,AUTO HONDA CITY 2016,1,20000.0,20000.0,Vendedor 3,AUTOS
1308,2023-11-10,Cliente 15,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 4,REPUESTOS
1309,2023-11-10,Cliente 49,SURCO,AMORTIGUADORES DELANTEROS,3,285.2,855.6,Vendedor 2,REPUESTOS
1310,2023-11-10,Cliente 16,SURCO,AMORTIGUADORES POSTERIORES,1,126.2,126.2,Vendedor 10,REPUESTOS
1311,2023-11-10,Cliente 1,SURCO,"LLANTAS 18""",2,73.1,146.2,Vendedor 6,REPUESTOS
1312,2023-11-10,Cliente 20,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 8,REPUESTOS
1313,2023-11-11,Cliente 2,SURCO,AUTO HONDA PILOT 2013,1,26000.0,26000.0,Vendedor 6,AUTOS
1314,2023-11-11,Cliente 48,SURCO,AUTO HONDA FIT 2016,1,25500.0,25500.0,Vendedor 9,AUTOS
1315,2023-11-11,Cliente 14,SURCO,AUTO HONDA CITY 2016,1,20000.0,20000.0,Vendedor 9,AUTOS
1316,2023-11-11,Cliente 40,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 3,REPUESTOS
1317,2023-11-11,Cliente 17,SURCO,AMORTIGUADORES POSTERIORES,1,126.2,126.2,Vendedor 3,REPUESTOS
1318,2023-11-11,Cliente 13,SURCO,"LLANTAS 18""",1,73.1,73.1,Vendedor 10,REPUESTOS
1319,2023-11-11,Cliente 4,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 8,REPUESTOS
1320,2023-11-12,Cliente 5,SURCO,AUTO HONDA FIT 2016,1,25500.0,25500.0,Vendedor 7,AUTOS
1321,2023-11-12,Cliente 43,SURCO,AUTO HONDA CITY 2016,1,20000.0,20000.0,Vendedor 6,AUTOS
1322,2023-11-12,Cliente 19,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 7,REPUESTOS
1323,2023-11-12,Cliente 21,LA MOLINA,AMORTIGUADORES POSTERIORES,2,126.2,252.4,Vendedor 8,REPUESTOS
1324,2023-11-12,Cliente 13,SURCO,"LLANTAS 18""",1,73.1,73.1,Vendedor 9,REPUESTOS
1325,2023-11-12,Cliente 36,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 1,REPUESTOS
1326,2023-11-13,Cliente 16,SURCO,AUTO HONDA CITY 2016,1,20000.0,20000.0,Vendedor 9,AUTOS
1327,2023-11-13,Cliente 32,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 7,REPUESTOS
1328,2023-11-13,Cliente 23,SURCO,"LLANTAS 18""",2,73.1,146.2,Vendedor 5,REPUESTOS
1329,2023-11-14,Cliente 4,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 5,REPUESTOS
1330,2023-11-15,Cliente 22,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 7,REPUESTOS
1331,2023-11-16,Cliente 37,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 3,REPUESTOS
1332,2023-11-17,Cliente 14,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 3,REPUESTOS
1333,2023-11-17,Cliente 9,SURCO,FILTRO DE COMBUSTIBLE,1,141.1,141.1,Vendedor 5,REPUESTOS
1334,2023-11-17,Cliente 28,SURCO,AMORTIGUADORES DELANTEROS,6,285.2,1711.2,Vendedor 3,REPUESTOS
1335,2023-11-17,Cliente 5,LA MOLINA,AMORTIGUADORES POSTERIORES,3,126.2,378.6,Vendedor 9,REPUESTOS
1336,2023-11-17,Cliente 12,SURCO,"LLANTAS 18""",5,73.1,365.5,Vendedor 6,REPUESTOS
1337,2023-11-17,Cliente 49,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 6,REPUESTOS
1338,2023-11-18,Cliente 20,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 8,REPUESTOS
1339,2023-11-18,Cliente 10,LA MOLINA,FILTRO DE COMBUSTIBLE,1,141.1,141.1,Vendedor 4,REPUESTOS
1340,2023-11-18,Cliente 12,SURCO,AMORTIGUADORES DELANTEROS,1,285.2,285.2,Vendedor 1,REPUESTOS
1341,2023-11-18,Cliente 39,SURCO,AMORTIGUADORES POSTERIORES,5,126.2,631.0,Vendedor 4,REPUESTOS
1342,2023-11-18,Cliente 23,SURCO,"LLANTAS 18""",2,73.1,146.2,Vendedor 2,REPUESTOS
1343,2023-11-18,Cliente 33,SURCO,BATERÍA DE 18 PLACAS,2,96.1,192.2,Vendedor 10,REPUESTOS
1344,2023-11-19,Cliente 12,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 7,REPUESTOS
1345,2023-11-19,Cliente 9,LA MOLINA,AMORTIGUADORES DELANTEROS,4,285.2,1140.8,Vendedor 3,REPUESTOS
1346,2023-11-19,Cliente 3,SURCO,AMORTIGUADORES POSTERIORES,4,126.2,504.8,Vendedor 7,REPUESTOS
1347,2023-11-19,Cliente 27,LA MOLINA,"LLANTAS 18""",1,73.1,73.1,Vendedor 4,REPUESTOS
1348,2023-11-19,Cliente 5,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 3,REPUESTOS
1349,2023-11-20,Cliente 45,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 6,REPUESTOS
1350,2023-11-20,Cliente 16,LA MOLINA,AMORTIGUADORES DELANTEROS,6,285.2,1711.2,Vendedor 7,REPUESTOS
1351,2023-11-20,Cliente 39,SURCO,AMORTIGUADORES POSTERIORES,1,126.2,126.2,Vendedor 7,REPUESTOS
1352,2023-11-20,Cliente 26,LA MOLINA,"LLANTAS 18""",6,73.1,438.6,Vendedor 10,REPUESTOS
1353,2023-11-20,Cliente 29,SURCO,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 8,REPUESTOS
1354,2023-11-21,Cliente 34,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 9,REPUESTOS
1355,2023-11-21,Cliente 36,SURCO,AMORTIGUADORES DELANTEROS,3,285.2,855.6,Vendedor 7,REPUESTOS
1356,2023-11-21,Cliente 13,LA MOLINA,AMORTIGUADORES POSTERIORES,7,126.2,883.4,Vendedor 5,REPUESTOS
1357,2023-11-21,Cliente 20,LA MOLINA,"LLANTAS 18""",3,73.1,219.3,Vendedor 5,REPUESTOS
1358,2023-11-21,Cliente 28,LA MOLINA,BATERÍA DE 18 PLACAS,2,96.1,192.2,Vendedor 5,REPUESTOS
1359,2023-11-22,Cliente 45,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,133.5,400.5,Vendedor 9,REPUESTOS
1360,2023-11-22,Cliente 6,SURCO,"LLANTAS 18""",3,73.1,219.3,Vendedor 9,REPUESTOS
1361,2023-11-22,Cliente 50,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 10,REPUESTOS
1362,2023-11-23,Cliente 26,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,133.5,400.5,Vendedor 7,REPUESTOS
1363,2023-11-23,Cliente 38,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 4,REPUESTOS
1364,2023-11-24,Cliente 17,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,133.5,133.5,Vendedor 6,REPUESTOS
1365,2023-11-24,Cliente 46,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.1,96.1,Vendedor 8,REPUESTOS
1366,2023-11-25,Cliente 34,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,133.5,267.0,Vendedor 7,REPUESTOS
1367,2023-12-01,Cliente 16,LA MOLINA,AUTO HONDA CIVIC 2014,1,33000.0,33000.0,Vendedor 4,AUTOS
1368,2023-12-01,Cliente 30,LA MOLINA,AUTO HONDA ODISSEY 2013,1,27000.0,27000.0,Vendedor 7,AUTOS
1369,2023-12-01,Cliente 6,LA MOLINA,AUTO HONDA CRV 2014,1,22000.0,22000.0,Vendedor 10,AUTOS
1370,2023-12-01,Cliente 16,SURCO,AUTO HONDA PILOT 2013,1,27000.0,27000.0,Vendedor 9,AUTOS
1371,2023-12-01,Cliente 40,SURCO,AUTO HONDA FIT 2016,1,25500.0,25500.0,Vendedor 9,AUTOS
1372,2023-12-02,Cliente 42,SURCO,AUTO HONDA CIVIC 2014,1,33000.0,33000.0,Vendedor 6,AUTOS
1373,2023-12-02,Cliente 10,SURCO,AUTO HONDA ODISSEY 2013,1,27000.0,27000.0,Vendedor 1,AUTOS
1374,2023-12-02,Cliente 22,LA MOLINA,AUTO HONDA CRV 2014,1,22000.0,22000.0,Vendedor 2,AUTOS
1375,2023-12-02,Cliente 7,SURCO,AUTO HONDA PILOT 2013,1,27000.0,27000.0,Vendedor 7,AUTOS
1376,2023-12-03,Cliente 30,SURCO,AUTO HONDA CIVIC 2014,1,33000.0,33000.0,Vendedor 10,AUTOS
1377,2023-12-03,Cliente 3,LA MOLINA,AUTO HONDA ODISSEY 2013,1,27000.0,27000.0,Vendedor 2,AUTOS
1378,2023-12-03,Cliente 24,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,124.7,249.4,Vendedor 7,REPUESTOS
1379,2023-12-03,Cliente 49,SURCO,FILTRO DE COMBUSTIBLE,1,105.5,105.5,Vendedor 7,REPUESTOS
1380,2023-12-03,Cliente 31,LA MOLINA,AMORTIGUADORES DELANTEROS,1,183.9,183.9,Vendedor 3,REPUESTOS
1381,2023-12-03,Cliente 22,LA MOLINA,AMORTIGUADORES POSTERIORES,1,121.8,121.8,Vendedor 9,REPUESTOS
1382,2023-12-03,Cliente 45,SURCO,"LLANTAS 18""",4,65.0,260.0,Vendedor 4,REPUESTOS
1383,2023-12-03,Cliente 7,SURCO,BATERÍA DE 18 PLACAS,1,119.1,119.1,Vendedor 10,REPUESTOS
1384,2023-12-04,Cliente 31,LA MOLINA,AUTO HONDA CIVIC 2014,1,33000.0,33000.0,Vendedor 10,AUTOS
1385,2023-12-04,Cliente 28,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,124.7,374.1,Vendedor 10,REPUESTOS
1386,2023-12-04,Cliente 17,LA MOLINA,FILTRO DE COMBUSTIBLE,1,105.5,105.5,Vendedor 9,REPUESTOS
1387,2023-12-04,Cliente 40,SURCO,AMORTIGUADORES DELANTEROS,3,183.9,551.7,Vendedor 10,REPUESTOS
1388,2023-12-04,Cliente 32,LA MOLINA,AMORTIGUADORES POSTERIORES,2,121.8,243.6,Vendedor 3,REPUESTOS
